,ProjectID,BuildingID,Number,Street,Borough,Postcode,Latitude,Longitude,Longitude(Internal),Latitude(Internal),LowIncomeUnits
555,67577,23412.0,700,ESPLANADE GDNS PLAZA,Manhattan,10039.0,40.820534,-73.936144,-73.934709,40.82096,311
556,67577,803887.0,2569,7 AVENUE,Manhattan,10039.0,40.823871999999994,-73.937438,-73.936261,40.82292,312
557,67577,804988.0,720,LENOX AVENUE,Manhattan,10039.0,40.821197999999995,-73.935663,-73.934709,40.82096,312
558,67577,805981.0,101,WEST 147 STREET,Manhattan,10039.0,40.821922,-73.93571999999999,-73.936261,40.82292,311
559,67577,805982.0,129,WEST 147 STREET,Manhattan,10039.0,40.822210999999996,-73.936399,-73.936261,40.82292,312
560,61931,981672.0,52-03,CENTER BOULEVARD,Queens,11101.0,40.742166,-73.960033,-73.959553,40.74191,160
561,62102,987587.0,405,DUMONT AVENUE,Brooklyn,11212.0,40.664846000000004,-73.904371,-73.904384,40.66567,179
562,62109,987706.0,800,FLATBUSH AVENUE,Brooklyn,11226.0,40.653312,-73.959413,-73.959816,40.653220000000005,64
563,63209,986657.0,52-41,CENTER BOULEVARD,Queens,11101.0,40.741411,-73.960647,-73.960164,40.74138,80
564,63877,975693.0,1490,SOUTHERN BOULEVARD,Bronx,10460.0,40.833251000000004,-73.890198,-73.889786,40.8333,114
565,68075,5729.0,1980,AMSTERDAM AVENUE,Manhattan,10032.0,40.833588,-73.94152,-73.941816,40.833709999999996,0
566,65054,65840.0,54,EAST 176 STREET,Bronx,10453.0,40.84837,-73.910375,-73.910513,40.8482,50
567,65054,66071.0,20,EAST 179 STREET,Bronx,10453.0,40.852458,-73.908078,-73.907966,40.85218,29
568,65054,66100.0,54,EAST 179 STREET,Bronx,10453.0,40.852125,-73.907442,-73.907464,40.85196,24
569,65054,74425.0,52,EAST TREMONT AVENUE,Bronx,10453.0,40.851223,-73.90826700000001,-73.908326,40.85096,23
570,65054,83651.0,1731,HARRISON AVENUE,Bronx,10453.0,40.849227,-73.914664,-73.914602,40.8498,38
571,65054,97470.0,2001,MORRIS AVENUE,Bronx,10453.0,40.851951,-73.906705,-73.90689300000001,40.8521,41
572,65054,97472.0,2011,MORRIS AVENUE,Bronx,10453.0,40.852143,-73.906531,-73.906708,40.8523,30
573,65054,115524.0,1650,TOPPING AVENUE,Bronx,10457.0,40.843069,-73.905904,-73.905611,40.84303,25
574,65054,119086.0,1895,WALTON AVENUE,Bronx,10453.0,40.849651,-73.90927099999999,-73.909477,40.8497,30
575,65054,119099.0,1975,WALTON AVENUE,Bronx,10453.0,40.851689,-73.90809,-73.908274,40.85184,28
576,65054,119100.0,1979,WALTON AVENUE,Bronx,10453.0,40.851755,-73.908028,-73.90812199999999,40.85201,29
577,65054,119102.0,2003,WALTON AVENUE,Bronx,10453.0,40.852399,-73.907445,-73.907615,40.85257,48
578,65054,806197.0,1892,MORRIS AVENUE,Bronx,10453.0,40.849197,-73.908169,-73.907898,40.8492,110
579,68066,396928.0,435,WILSON AVENUE,Brooklyn,11221.0,40.693907,-73.913763,-73.913539,40.69405,0
580,63778,975355.0,153-19,JAMAICA AVENUE,Queens,11432.0,40.702843,-73.801961,-73.801588,40.70326,138
581,65341,336169.0,3528,MERMAID AVENUE,Brooklyn,11224.0,40.574821,-74.001044,-74.001127,40.5743,255
582,66651,986550.0,600,EAST 179 STREET,Bronx,10457.0,40.847915,-73.892263,-73.892253,40.847609999999996,176
583,67687,46134.0,1892,ARTHUR AVENUE,Bronx,10457.0,40.84515,-73.89366700000001,-73.893186,40.84519,50
584,67687,49398.0,1898,BELMONT AVENUE,Bronx,10457.0,40.844854999999995,-73.892821,-73.892453,40.84487,16
585,67687,49399.0,1899,BELMONT AVENUE,Bronx,10457.0,40.844865999999996,-73.892839,-73.892748,40.84527,26
586,67687,49400.0,1900,BELMONT AVENUE,Bronx,10457.0,40.844883,-73.8928,-73.892315,40.84505,35
587,67687,49401.0,1908,BELMONT AVENUE,Bronx,10457.0,40.844981,-73.89271600000001,-73.89210899999999,40.84527,39
588,67687,66276.0,876,EAST 180 STREET,Bronx,10460.0,40.845252,-73.88300100000001,-73.883063,40.84497,24
589,67687,66278.0,882,EAST 180 STREET,Bronx,10460.0,40.845191,-73.882878,-73.882806,40.844840000000005,25
590,67687,96758.0,2082,MOHEGAN AVENUE,Bronx,10460.0,40.844998,-73.88389000000001,-73.883547,40.8449,27
591,67687,96759.0,2083,MOHEGAN AVENUE,Bronx,10460.0,40.845006,-73.88390799999999,-73.884164,40.845209999999994,20
592,67687,96760.0,2090,MOHEGAN AVENUE,Bronx,10460.0,40.845162,-73.883753,-73.883489,40.84509,23
593,67687,806416.0,2082,CROTONA PARKWAY,Bronx,10460.0,40.845310999999995,-73.884558,-73.884164,40.845209999999994,19
594,68065,976381.0,31,DEBEVOISE STREET,Brooklyn,11206.0,40.7017,-73.941675,,,0
595,68063,987225.0,1817,UNIVERSITY AVENUE,Bronx,10453.0,40.851233,-73.914698,-73.915182,40.85119,0
596,63154,975397.0,460,MAIN STREET,Manhattan,10044.0,40.759347,-73.95180699999999,-73.951288,40.758990000000004,102
597,66929,243980.0,9,ARGYLE ROAD,Brooklyn,11218.0,40.649164,-73.967815,-73.96757,40.64932,12
599,62241,965108.0,451,EAST 159 STREET,Bronx,10451.0,40.822393,-73.912686,-73.912563,40.82249,14
600,62241,976490.0,3120,PARK AVENUE,Bronx,10451.0,40.823766,-73.917732,-73.917526,40.82363,6
601,65523,42263.0,474,WEST 148 STREET,Manhattan,10031.0,40.826895,-73.945612,-73.945966,40.82692,21
603,66342,987866.0,64,SCHOLES STREET,Brooklyn,11206.0,40.708378,-73.94758399999999,-73.947383,40.70818,64
605,64671,983110.0,695,THWAITES PLACE,Bronx,10467.0,40.858596999999996,-73.868018,-73.868104,40.85881,4
606,67723,368730.0,110,SEIGEL STREET,Brooklyn,11206.0,40.704519,-73.942174,-73.94197199999999,40.70433,6
607,67723,810123.0,28,KINGSLAND AVENUE,Brooklyn,11211.0,40.71679,-73.940176,-73.939959,40.71678,12
608,67723,810124.0,276,JACKSON STREET,Brooklyn,11211.0,40.717207,-73.939836,-73.93969200000001,40.717079999999996,12
609,67723,810125.0,302,JACKSON STREET,Brooklyn,11211.0,40.717454,-73.939042,-73.93884,40.71733,9
610,67723,810143.0,29,DEBEVOISE AVENUE,Brooklyn,11211.0,40.717149,-73.938234,-73.938541,40.71731,11
611,68061,939780.0,797,STERLING PLACE,Brooklyn,11216.0,40.672635,-73.951989,-73.952079,40.67289,0
612,68062,980881.0,314,EVERGREEN AVENUE,Brooklyn,11221.0,40.695428,-73.926019,-73.926188,40.69526,0
613,68062,981237.0,316,EVERGREEN AVENUE,Brooklyn,11221.0,40.695384000000004,-73.925943,-73.92611600000001,40.69522,0
615,68060,986878.0,924,MYRTLE AVENUE,Brooklyn,11206.0,40.69585,-73.94502299999999,-73.945009,40.695609999999995,0
616,66189,981950.0,540,FULTON STREET,Brooklyn,11201.0,40.689011,-73.981228,-73.98151999999999,40.68878,28
617,66005,519642.0,62-27,108 STREET,Queens,11375.0,40.736351,-73.851347,-73.849802,40.73676,142
618,66005,812161.0,108-53,62 DRIVE,Queens,11375.0,40.736118,-73.849547,-73.849802,40.73676,144
619,66005,955177.0,110-01,62 DRIVE,Queens,11375.0,40.736371999999996,-73.848731,-73.849802,40.73676,144
620,66571,981262.0,50-11,QUEENS BOULEVARD,Queens,11377.0,40.742717,-73.914775,-73.91425500000001,40.74308,14
621,61967,19431.0,124,EAST 112 STREET,Manhattan,10029.0,40.79631,-73.944059,-73.94426800000001,40.79614,56
624,68059,640419.0,21-34,BROADWAY,Queens,11106.0,40.765093,-73.931472,-73.930747,40.7644,0
625,67493,986507.0,111,VARICK STREET,Manhattan,10013.0,40.724496,-74.006029,-74.006314,40.72459,25
627,68058,980601.0,920,PACIFIC STREET,Brooklyn,11238.0,40.679992,-73.96310600000001,-73.963146,40.67975,0
628,49533,211017.0,54,BOERUM STREET,Brooklyn,11206.0,40.705512,-73.947161,-73.94689100000001,40.70453,386
629,49533,211018.0,91,BOERUM STREET,Brooklyn,11206.0,40.705676000000004,-73.945513,-73.945552,40.706109999999995,386
630,49533,331799.0,67,MANHATTAN AVENUE,Brooklyn,11206.0,40.704699,-73.944525,-73.945297,40.70458,386
631,49533,340170.0,30,MONTROSE AVENUE,Brooklyn,11206.0,40.706762,-73.949111,-73.948982,40.70606,386
632,49533,807809.0,25,BOERUM STREET,Brooklyn,11206.0,40.705359,-73.948755,-73.948982,40.70606,386
633,49533,808686.0,31,LEONARD STREET,Brooklyn,11206.0,40.70428,-73.946062,-73.94689100000001,40.70453,386
634,49533,808883.0,29,MOORE STREET,Brooklyn,11206.0,40.703513,-73.94511800000001,-73.945297,40.70458,386
636,68055,966923.0,1530,PUTNAM AVENUE,Brooklyn,11237.0,40.697835999999995,-73.909171,-73.908973,40.6977,0
637,68056,966925.0,1534,PUTNAM AVENUE,Brooklyn,11237.0,40.697856,-73.909149,-73.908908,40.69774,0
638,66144,57059.0,1879,CLINTON AVENUE,Bronx,10457.0,40.843471,-73.891324,-73.891548,40.84352,29
639,66144,57062.0,1933,CLINTON AVENUE,Bronx,10457.0,40.844428,-73.890513,-73.89110600000001,40.8441,8
640,66144,57063.0,1935,CLINTON AVENUE,Bronx,10457.0,40.844454999999996,-73.890491,-73.891033,40.844190000000005,8
641,66144,66001.0,601,EAST 178 STREET,Bronx,10457.0,40.846919,-73.892861,-73.892684,40.846990000000005,0
642,66144,74463.0,744,EAST TREMONT AVENUE,Bronx,10457.0,40.84463,-73.889562,-73.889688,40.844409999999996,17
643,66144,74464.0,748,EAST TREMONT AVENUE,Bronx,10457.0,40.844578000000006,-73.889453,-73.889566,40.844359999999995,16
644,67684,986413.0,56,WEST 125 STREET,Manhattan,10027.0,40.807259,-73.944288,-73.94448,40.80703,24
650,68054,969148.0,37-49,81 STREET,Queens,11372.0,40.749303999999995,-73.885165,,,6
652,65599,77389.0,700,FAILE STREET,Bronx,10474.0,40.814583,-73.886487,-73.886371,40.81476,19
653,68053,290804.0,522,EVERGREEN AVENUE,Brooklyn,11221.0,40.691538,-73.918003,-73.91819100000001,40.69135,0
654,68052,986298.0,1605,NEW YORK AVENUE,Brooklyn,11210.0,40.633401,-73.944786,-73.944498,40.63349,0
655,68050,934109.0,305,STOCKHOLM STREET,Brooklyn,11237.0,40.702982,-73.91937800000001,-73.919605,40.70309,2
656,68051,987147.0,40-05,CRESCENT STREET,Queens,11101.0,40.753259,-73.93814,-73.937768,40.75316,0
657,68049,966560.0,434,MANHATTAN AVENUE,Brooklyn,11222.0,40.719327,-73.946912,-73.94675,40.719390000000004,2
658,68033,972196.0,1552,MYRTLE AVENUE,Brooklyn,11237.0,40.699490999999995,-73.911491,-73.911589,40.69931,0
659,68047,978167.0,70,BUSHWICK AVENUE,Brooklyn,11211.0,40.712811,-73.941128,-73.941384,40.712740000000004,0
660,68064,809836.0,2750,WEST 33 STREET,Brooklyn,11224.0,40.578309000000004,-74.00023399999999,-74.001166,40.57792,199
663,68032,969856.0,18,STANHOPE STREET,Brooklyn,11221.0,40.694802,-73.926211,-73.92584599999999,40.69478,0
664,64736,979673.0,3188,VILLA AVENUE,Bronx,10468.0,40.876776,-73.886771,-73.886489,40.876670000000004,68
665,68031,972224.0,2004,DAVIDSON AVENUE,Bronx,10453.0,40.852895000000004,-73.909328,-73.909125,40.8528,7
666,68067,897241.0,1543,EAST 19 STREET,Brooklyn,11230.0,40.612373999999996,-73.955083,-73.954806,40.61255,0
668,68029,966929.0,77,CLAY STREET,Brooklyn,11222.0,40.736647,-73.95466400000001,-73.95479,40.73684,0
669,68030,216229.0,869,BUSHWICK AVENUE,Brooklyn,11221.0,40.693852,-73.925927,-73.92508199999999,40.69417,0
670,68030,987191.0,340,EVERGREEN AVENUE,Brooklyn,11221.0,40.694752,-73.92483299999999,-73.92508199999999,40.69417,0
671,68027,972223.0,2028,DAVIDSON AVENUE,Bronx,10453.0,40.853348,-73.90891500000001,-73.908611,40.853359999999995,4
672,68028,33794.0,234,WEST 50 STREET,Manhattan,10019.0,40.761722,-73.98477700000001,-73.985817,40.76182,0
673,61608,985974.0,2006,SURF AVENUE,Brooklyn,11224.0,40.57482,-73.986829,-73.98685,40.57439,215
675,68025,332217.0,287,MAPLE STREET,Brooklyn,11225.0,40.660788000000004,-73.951417,-73.95128000000001,40.661,0
676,68026,987253.0,289,MAPLE STREET,Brooklyn,11225.0,40.660790999999996,-73.95137,-73.951208,40.661,0
678,68023,977039.0,1140,BUSHWICK AVENUE,Brooklyn,11221.0,40.689359,-73.917912,-73.91812900000001,40.68912,0
679,68021,983900.0,115,SUYDAM STREET,Brooklyn,11221.0,40.698426,-73.92825500000001,-73.928403,40.69859,0
680,68022,977128.0,49,ROCHESTER AVENUE,Brooklyn,11233.0,40.677587,-73.927499,-73.927272,40.6775,0
681,67428,6213.0,287,AUDUBON AVENUE,Manhattan,10033.0,40.847724,-73.93306700000001,-73.932728,40.84771,5
682,67428,6215.0,289,AUDUBON AVENUE,Manhattan,10033.0,40.847778999999996,-73.93302800000001,-73.932662,40.8478,16
683,67429,3385.0,1871,ADAM C POWELL BOULEVARD,Manhattan,10026.0,40.801776000000004,-73.953568,-73.953182,40.80162,33
684,67429,28175.0,71,ST NICHOLAS AVENUE,Manhattan,10026.0,40.801208,-73.95255,-73.952878,40.80148,22
685,67490,37769.0,107,WEST 109 STREET,Manhattan,10025.0,40.801412,-73.962002,-73.962136,40.80166,48
686,68020,977060.0,140,STANHOPE STREET,Brooklyn,11221.0,40.698187,-73.922893,-73.922579,40.698159999999994,0
687,63734,927013.0,1488,NEW YORK AVENUE,Brooklyn,11210.0,40.636835,-73.945176,-73.945465,40.63665,88
689,68019,331263.0,847,MADISON STREET,Brooklyn,11221.0,40.687987,-73.92223,-73.92223,40.6882,0
691,68018,976524.0,310,GRAHAM AVENUE,Brooklyn,11211.0,40.713194,-73.944154,-73.94385799999999,40.71326,0
692,68017,212307.0,2954,BRIGHTON 3 STREET,Brooklyn,11235.0,40.579402,-73.96507,-73.96538699999999,40.57948,0
693,64376,847142.0,41,WHIPPLE STREET,Brooklyn,11206.0,40.701213,-73.94484200000001,-73.944845,40.70159,50
694,68015,986345.0,237,HAWTHORNE STREET,Brooklyn,11225.0,40.657725,-73.95226600000001,-73.952407,40.65801,0
695,68016,987254.0,239,HAWTHORNE STREET,Brooklyn,11225.0,40.657728000000006,-73.95222,-73.952338,40.65801,0
696,68014,974321.0,310,CLARKSON AVENUE,Brooklyn,11226.0,40.65546,-73.949298,-73.949407,40.65513,0
697,63931,978673.0,39-11,QUEENS BOULEVARD,Queens,11104.0,40.743982,-73.925669,-73.925391,40.74434,9
698,67856,145687.0,194,22 STREET,Brooklyn,11232.0,40.661615999999995,-73.995412,-73.995743,40.66155,0
702,67457,2511.0,1250,5 AVENUE,Manhattan,10029.0,40.794384,-73.951027,-73.949969,40.7943,59
703,67457,804641.0,35,EAST 106 STREET,Manhattan,10029.0,40.793853000000006,-73.950071,-73.949969,40.7943,59
704,67457,804644.0,4,EAST 107 STREET,Manhattan,10029.0,40.794831,-73.950344,-73.949969,40.7943,164
705,67457,805031.0,1590,MADISON AVENUE,Manhattan,10029.0,40.794051,-73.94919300000001,-73.949969,40.7943,164
706,66805,452.0,2232,1 AVENUE,Manhattan,10029.0,40.794965999999995,-73.936151,-73.93575,40.794979999999995,8
707,66805,502.0,2295,1 AVENUE,Manhattan,10035.0,40.797408000000004,-73.934393,-73.934671,40.79757,13
708,66805,966644.0,235,EAST 105 STREET,Manhattan,10029.0,40.79053,-73.944284,-73.943558,40.790459999999996,35
709,67855,948572.0,319,GRAHAM AVENUE,Brooklyn,11211.0,40.713688,-73.94425799999999,-73.94455699999999,40.713640000000005,0
711,67854,978367.0,309,VAN SICLEN AVENUE,Brooklyn,11207.0,40.672348,-73.890211,-73.889937,40.672340000000005,0
712,66752,982562.0,849,MYRTLE AVENUE,Brooklyn,11206.0,40.695485999999995,-73.948341,-73.94838100000001,40.69573,58
713,67858,965995.0,376,FRANKLIN AVENUE,Brooklyn,11238.0,40.686026,-73.956663,-73.956926,40.68593,4
716,67852,958754.0,3434,3 AVENUE,Bronx,10456.0,40.828945000000004,-73.906759,-73.906444,40.82889,0
717,67872,853744.0,1081,TIFFANY STREET,Bronx,10459.0,40.825340000000004,-73.894862,-73.895129,40.825720000000004,0
719,67850,889657.0,1516,PROSPECT PLACE,Brooklyn,11213.0,40.673010999999995,-73.92635,-73.926159,40.67273,0
720,67869,319372.0,209,KENT STREET,Brooklyn,11222.0,40.731093,-73.952499,-73.95234,40.73131,0
721,67848,983949.0,764,EAST 152 STREET,Bronx,10455.0,40.815713,-73.906539,-73.906655,40.81548,0
722,67846,296279.0,216,FREEMAN STREET,Brooklyn,11222.0,40.734626,-73.953048,-73.952619,40.73427,0
723,67857,952357.0,69-17,38 AVENUE,Queens,11377.0,40.747017,-73.89623399999999,-73.895736,40.74722,1
724,67845,976698.0,664,RUTLAND ROAD,Brooklyn,11203.0,40.660143,-73.93849300000001,-73.93865100000001,40.65992,0
725,67845,976699.0,668,RUTLAND ROAD,Brooklyn,11203.0,40.660148,-73.938395,-73.93856099999999,40.65992,0
726,67844,977715.0,62,SOMERS STREET,Brooklyn,11233.0,40.67892,-73.90968000000001,-73.909648,40.67873,0
727,67844,977716.0,66,SOMERS STREET,Brooklyn,11233.0,40.678936,-73.90953499999999,-73.909521,40.678740000000005,0
729,67843,977961.0,44,KENT STREET,Brooklyn,11222.0,40.730388,-73.959763,-73.959535,40.7301,0
730,67842,62210.0,1400,EDWARD L GRANT HIGHWAY,Bronx,10452.0,40.841961,-73.922484,-73.922306,40.84231,0
731,67868,667071.0,10-44,JACKSON AVENUE,Queens,11101.0,40.742253999999996,-73.95316899999999,-73.952834,40.74214,0
733,67840,41060.0,303,WEST 137 STREET,Manhattan,10030.0,40.817923,-73.94586899999999,-73.945984,40.8182,0
736,67839,971542.0,47-18,GREENPOINT AVENUE,Queens,11104.0,40.74258,-73.917594,-73.917197,40.742490000000004,0
737,67838,60671.0,915,DAWSON STREET,Bronx,10459.0,40.820187,-73.89716800000001,-73.89729399999999,40.82047,0
738,67837,983311.0,1764,UNION STREET,Brooklyn,11213.0,40.667721,-73.929506,-73.929413,40.66748,0
740,67836,984916.0,682,CHAUNCEY STREET,Brooklyn,11207.0,40.684337,-73.908371,-73.908299,40.68424,0
742,67835,966850.0,336,HIMROD STREET,Brooklyn,11237.0,40.702314,-73.917665,-73.917283,40.70227,0
743,67834,210779.0,387,BLEECKER STREET,Brooklyn,11237.0,40.702232,-73.914236,-73.914434,40.70238,0
744,67751,966856.0,24,FORD STREET,Brooklyn,11213.0,40.665388,-73.929365,-73.92959499999999,40.66537,10
745,67750,343376.0,1051,NEW YORK AVENUE,Brooklyn,11203.0,40.647715000000005,-73.946324,-73.946011,40.64763,0
746,67748,396354.0,523,WILLOUGHBY AVENUE,Brooklyn,11206.0,40.693996000000006,-73.948202,-73.948425,40.69419,0
747,67747,986777.0,830,FLATBUSH AVENUE,Brooklyn,11226.0,40.652328999999995,-73.959204,-73.959521,40.65227,0
748,67745,972199.0,126,BOERUM STREET,Brooklyn,11206.0,40.705807,-73.943825,-73.943839,40.70558,2
750,67743,340504.0,1157,MYRTLE AVENUE,Brooklyn,11206.0,40.697047,-73.934733,-73.934679,40.69723,0
752,67742,982041.0,1930,AVENUE M,Brooklyn,11230.0,40.618465,-73.955799,-73.955292,40.61825,0
755,67741,952330.0,682,BUSHWICK AVENUE,Brooklyn,11221.0,40.696963000000004,-73.93165,-73.93191,40.69675,5
758,53010,378861.0,233,STUYVESANT AVENUE,Brooklyn,11221.0,40.686657000000004,-73.93278199999999,-73.93250400000001,40.68667,3
759,65847,19792.0,118,EAST 117 STREET,Manhattan,10035.0,40.799663,-73.942004,-73.942142,40.799479999999996,0
760,65847,19982.0,217,EAST 118 STREET,Manhattan,10035.0,40.799011,-73.938455,-73.938068,40.79908,0
761,65847,19983.0,219,EAST 118 STREET,Manhattan,10035.0,40.798997,-73.938426,-73.938007,40.79905,0
762,65847,20052.0,425,EAST 118 STREET,Manhattan,10035.0,40.79701,-73.933725,-73.933284,40.797059999999995,0
763,65847,20183.0,345,EAST 119 STREET,Manhattan,10035.0,40.798165999999995,-73.934519,-73.934529,40.79841,0
764,65847,20205.0,424,EAST 119 STREET,Manhattan,10035.0,40.797622,-73.933273,-73.933082,40.7973,0
765,65847,20257.0,215,EAST 120 STREET,Manhattan,10035.0,40.800284000000005,-73.937579,-73.937265,40.80038,0
766,65847,20283.0,328,EAST 120 STREET,Manhattan,10035.0,40.799182,-73.93480699999999,-73.934825,40.79885,0
767,65847,20685.0,38,EAST 126 STREET,Manhattan,10035.0,40.806552,-73.940517,-73.9405,40.806329999999996,0
768,65847,24788.0,50,EAST 127 STREET,Manhattan,10035.0,40.806886,-73.93937199999999,-73.93952,40.80683,0
769,67740,984045.0,215,FREEMAN STREET,Brooklyn,11222.0,40.73464,-73.953056,-73.95288199999999,40.73491,0
770,67739,970660.0,20,JEFFERSON STREET,Brooklyn,11206.0,40.69762,-73.934596,-73.934415,40.697520000000004,0
771,67738,986856.0,197,FREEMAN STREET,Brooklyn,11222.0,40.734582,-73.95365799999999,-73.95373000000001,40.73478,0
772,66569,983705.0,975,LIBERTY AVENUE,Brooklyn,11208.0,40.677769,-73.873593,-73.873592,40.67799,10
773,67737,47591.0,2953,BARNES AVENUE,Bronx,10467.0,40.869151,-73.863412,-73.863694,40.869170000000004,0
774,65337,270214.0,332,EAST 54 STREET,Brooklyn,11203.0,40.650816999999996,-73.926385,-73.92653299999999,40.65058,19
775,50815,776615.0,2044,RICHMOND TERRACE,Staten Island,10302.0,40.640368,-74.131298,-74.131446,40.6402,36
776,67736,968130.0,894,BUSHWICK AVENUE,Brooklyn,11221.0,40.693489,-73.925289,-73.925523,40.693290000000005,4
777,67735,966853.0,12,FORD STREET,Brooklyn,11213.0,40.665659999999995,-73.929411,-73.92964599999999,40.66565,10
778,67734,956113.0,618,BUSHWICK AVENUE,Brooklyn,11206.0,40.698207000000004,-73.933899,-73.933932,40.69784,0
779,67732,984321.0,37,MONTROSE AVENUE,Brooklyn,11206.0,40.706811,-73.948751,-73.948736,40.70704,0
780,67733,966857.0,516,WEST 162 STREET,Manhattan,10032.0,40.836351,-73.940628,-73.940925,40.836220000000004,0
781,63811,11559.0,364,EAST 10 STREET,Manhattan,10009.0,40.726419,-73.978854,-73.97890100000001,40.7262,44
782,63811,11571.0,384,EAST 10 STREET,Manhattan,10009.0,40.726152,-73.978216,-73.97823000000001,40.72592,44
783,63811,804313.0,355,EAST 10 STREET,Manhattan,10009.0,40.726619,-73.979291,-73.979031,40.726729999999996,32
784,63811,804335.0,610,EAST 11 STREET,Manhattan,10009.0,40.727231,-73.97893,-73.978858,40.72697,27
785,66723,19794.0,127,EAST 117 STREET,Manhattan,10035.0,40.799556,-73.94170799999999,-73.94143000000001,40.79967,33
786,66723,19956.0,126,EAST 118 STREET,Manhattan,10035.0,40.800113,-73.94111600000001,-73.94122800000001,40.79991,18
787,66723,20113.0,101,EAST 119 STREET,Manhattan,10035.0,40.801097999999996,-73.941469,-73.941349,40.80124,33
788,66723,20120.0,115,EAST 119 STREET,Manhattan,10035.0,40.800953,-73.941122,-73.940945,40.801109999999994,20
789,66723,20125.0,132,EAST 119 STREET,Manhattan,10035.0,40.800779999999996,-73.940754,-73.940833,40.80057,19
790,66836,26982.0,10,POST AVENUE,Manhattan,10034.0,40.862801,-73.924809,-73.92483100000001,40.86313,90
791,66911,5605.0,1626,AMSTERDAM AVENUE,Manhattan,10031.0,40.822231,-73.94981800000001,-73.950002,40.82251,27
792,66911,5608.0,1640,AMSTERDAM AVENUE,Manhattan,10031.0,40.822788,-73.94940600000001,-73.949662,40.82298,51
793,66985,223407.0,88,COFFEY STREET,Brooklyn,11231.0,40.675663,-74.013281,-74.013076,40.67579,2
794,66985,223410.0,92,COFFEY STREET,Brooklyn,11231.0,40.675729,-74.013379,-74.013242,40.675909999999995,1
795,66985,235151.0,9,DWIGHT STREET,Brooklyn,11231.0,40.678398,-74.00627,-74.006252,40.67816,2
796,66985,387428.0,71,VISITATION PLACE,Brooklyn,11231.0,40.678774,-74.009439,-74.009612,40.6786,2
797,66985,387430.0,81,VISITATION PLACE,Brooklyn,11231.0,40.678911,-74.009641,-74.009857,40.67877,2
798,66985,387435.0,89,VISITATION PLACE,Brooklyn,11231.0,40.679023,-74.009803,-74.010127,40.67895,2
799,66985,814538.0,75,VISITATION PLACE,Brooklyn,11231.0,40.678829,-74.009518,-74.009612,40.6786,0
800,66985,814539.0,77,VISITATION PLACE,Brooklyn,11231.0,40.678856,-74.009558,-74.009612,40.6786,2
801,66985,814540.0,79,VISITATION PLACE,Brooklyn,11231.0,40.678883,-74.009601,-74.009612,40.6786,2
802,66985,814541.0,85,VISITATION PLACE,Brooklyn,11231.0,40.678969,-74.00972,-74.009857,40.67877,2
803,66985,814542.0,87,VISITATION PLACE,Brooklyn,11231.0,40.678996000000005,-74.009763,-74.009857,40.67877,1
804,66985,814543.0,93,VISITATION PLACE,Brooklyn,11231.0,40.679078000000004,-74.00988199999999,-74.010127,40.67895,2
805,66985,814544.0,97,VISITATION PLACE,Brooklyn,11231.0,40.679133,-74.00996500000001,-74.010127,40.67895,1
806,66985,814545.0,95,VISITATION PLACE,Brooklyn,11231.0,40.679106,-74.009925,-74.010127,40.67895,2
807,66985,890385.0,99,VISITATION PLACE,Brooklyn,11231.0,40.679161,-74.010005,-74.010127,40.67895,2
808,66985,890464.0,73,VISITATION PLACE,Brooklyn,11231.0,40.678801,-74.009478,-74.009612,40.6786,2
809,66985,890469.0,83,VISITATION PLACE,Brooklyn,11231.0,40.678938,-74.00968,-74.009857,40.67877,2
810,66985,890483.0,91,VISITATION PLACE,Brooklyn,11231.0,40.679051,-74.009843,-74.010127,40.67895,2
811,66985,890492.0,15,DWIGHT STREET,Brooklyn,11231.0,40.678272,-74.006414,-74.006252,40.67816,2
812,66985,890495.0,17,DWIGHT STREET,Brooklyn,11231.0,40.67823,-74.006461,-74.006252,40.67816,1
813,66985,890499.0,19,DWIGHT STREET,Brooklyn,11231.0,40.678189,-74.006508,-74.006252,40.67816,2
814,66985,890505.0,13,DWIGHT STREET,Brooklyn,11231.0,40.678315999999995,-74.00636300000001,-74.006252,40.67816,2
815,66985,890510.0,86,COFFEY STREET,Brooklyn,11231.0,40.675631,-74.013234,-74.013076,40.67579,2
816,66985,890552.0,90A,COFFEY STREET,Brooklyn,11231.0,40.675696,-74.013328,-74.013076,40.67579,2
817,66985,890581.0,2,VERONA STREET,Brooklyn,11231.0,40.677662,-74.006367,,,2
818,66985,890654.0,4,VERONA STREET,Brooklyn,11231.0,40.677709,-74.006435,,,2
819,66985,890655.0,6,VERONA STREET,Brooklyn,11231.0,40.677758000000004,-74.006504,,,2
820,66985,890656.0,10,VERONA STREET,Brooklyn,11231.0,40.677852,-74.006644,,,2
821,66985,890657.0,12,VERONA STREET,Brooklyn,11231.0,40.677901,-74.00671700000001,,,2
822,66985,890658.0,94,COFFEY STREET,Brooklyn,11231.0,40.67576,-74.013426,-74.013242,40.675909999999995,2
823,66985,895394.0,88 1/2,COFFEY STREET,Brooklyn,11231.0,40.675663,-74.013281,-74.013076,40.67579,2
824,51867,927152.0,407,LENOX AVENUE,Manhattan,10037.0,40.811202,-73.942995,-73.943342,40.811370000000004,40
825,52986,5738.0,1990,AMSTERDAM AVENUE,Manhattan,10032.0,40.833828999999994,-73.941339,-73.94151600000001,40.83408,24
