,C/A,UNIT,SCP,STATION,LINENAME,DATE,ENTRIES,EXITS,PREV_DATE,PREV_ENTRIES,PREV_EXITS,DIFF_ENTRIES,DIFF_EXITS
25392,R208,R014,03-01-03,FULTON ST,2345ACJZ,09/20/2019,549977,248160,09/19/2019,549718.0,248033.0,259.0,127.0
25394,R208,R014,03-03-00,FULTON ST,2345ACJZ,09/15/2019,2166760,52950,09/14/2019,2166727.0,52557.0,33.0,393.0
25395,R208,R014,03-03-00,FULTON ST,2345ACJZ,09/16/2019,2166804,53240,09/15/2019,2166760.0,52950.0,44.0,290.0
25396,R208,R014,03-03-00,FULTON ST,2345ACJZ,09/17/2019,2166860,54187,09/16/2019,2166804.0,53240.0,56.0,947.0
25397,R208,R014,03-03-00,FULTON ST,2345ACJZ,09/18/2019,2166916,55268,09/17/2019,2166860.0,54187.0,56.0,1081.0
25398,R208,R014,03-03-00,FULTON ST,2345ACJZ,09/19/2019,2166995,56288,09/18/2019,2166916.0,55268.0,79.0,1020.0
25399,R208,R014,03-03-00,FULTON ST,2345ACJZ,09/20/2019,2167058,57436,09/19/2019,2166995.0,56288.0,63.0,1148.0
25401,R208,R014,03-03-01,FULTON ST,2345ACJZ,09/15/2019,519848,2461494,09/14/2019,519738.0,2461006.0,110.0,488.0
25402,R208,R014,03-03-01,FULTON ST,2345ACJZ,09/16/2019,519973,2461833,09/15/2019,519848.0,2461494.0,125.0,339.0
25403,R208,R014,03-03-01,FULTON ST,2345ACJZ,09/17/2019,520296,2463211,09/16/2019,519973.0,2461833.0,323.0,1378.0
25404,R208,R014,03-03-01,FULTON ST,2345ACJZ,09/18/2019,520647,2464706,09/17/2019,520296.0,2463211.0,351.0,1495.0
25405,R208,R014,03-03-01,FULTON ST,2345ACJZ,09/19/2019,520963,2466156,09/18/2019,520647.0,2464706.0,316.0,1450.0
25406,R208,R014,03-03-01,FULTON ST,2345ACJZ,09/20/2019,521310,2467698,09/19/2019,520963.0,2466156.0,347.0,1542.0
26920,R244,R050,00-00-00,59 ST,456NQRW,09/15/2019,529391,1297637,09/14/2019,528870.0,1296019.0,521.0,1618.0
26921,R244,R050,00-00-00,59 ST,456NQRW,09/16/2019,529791,1298926,09/15/2019,529391.0,1297637.0,400.0,1289.0
26922,R244,R050,00-00-00,59 ST,456NQRW,09/17/2019,531084,1301988,09/16/2019,529791.0,1298926.0,1293.0,3062.0
26923,R244,R050,00-00-00,59 ST,456NQRW,09/18/2019,532407,1305302,09/17/2019,531084.0,1301988.0,1323.0,3314.0
26924,R244,R050,00-00-00,59 ST,456NQRW,09/19/2019,533704,1308685,09/18/2019,532407.0,1305302.0,1297.0,3383.0
26925,R244,R050,00-00-00,59 ST,456NQRW,09/20/2019,534986,1311911,09/19/2019,533704.0,1308685.0,1282.0,3226.0
26927,R244,R050,00-00-01,59 ST,456NQRW,09/15/2019,9126050,9101546,09/14/2019,9125702.0,9100929.0,348.0,617.0
26928,R244,R050,00-00-01,59 ST,456NQRW,09/16/2019,9126292,9101954,09/15/2019,9126050.0,9101546.0,242.0,408.0
26929,R244,R050,00-00-01,59 ST,456NQRW,09/17/2019,9127221,9103006,09/16/2019,9126292.0,9101954.0,929.0,1052.0
26930,R244,R050,00-00-01,59 ST,456NQRW,09/18/2019,9128184,9104120,09/17/2019,9127221.0,9103006.0,963.0,1114.0
26931,R244,R050,00-00-01,59 ST,456NQRW,09/19/2019,9129087,9105271,09/18/2019,9128184.0,9104120.0,903.0,1151.0
26932,R244,R050,00-00-01,59 ST,456NQRW,09/20/2019,9130061,9106492,09/19/2019,9129087.0,9105271.0,974.0,1221.0
26934,R244,R050,00-00-02,59 ST,456NQRW,09/15/2019,3092222,1949089,09/14/2019,3092098.0,1948942.0,124.0,147.0
26935,R244,R050,00-00-02,59 ST,456NQRW,09/16/2019,3092316,1949189,09/15/2019,3092222.0,1949089.0,94.0,100.0
26936,R244,R050,00-00-02,59 ST,456NQRW,09/17/2019,3092677,1949459,09/16/2019,3092316.0,1949189.0,361.0,270.0
26937,R244,R050,00-00-02,59 ST,456NQRW,09/18/2019,3093096,1949785,09/17/2019,3092677.0,1949459.0,419.0,326.0
26938,R244,R050,00-00-02,59 ST,456NQRW,09/19/2019,3093448,1950073,09/18/2019,3093096.0,1949785.0,352.0,288.0
26939,R244,R050,00-00-02,59 ST,456NQRW,09/20/2019,3093835,1950386,09/19/2019,3093448.0,1950073.0,387.0,313.0
26941,R244,R050,00-00-03,59 ST,456NQRW,09/15/2019,153113,246872,09/14/2019,153068.0,246758.0,45.0,114.0
26942,R244,R050,00-00-03,59 ST,456NQRW,09/16/2019,153155,246960,09/15/2019,153113.0,246872.0,42.0,88.0
26943,R244,R050,00-00-03,59 ST,456NQRW,09/17/2019,153262,247111,09/16/2019,153155.0,246960.0,107.0,151.0
26944,R244,R050,00-00-03,59 ST,456NQRW,09/18/2019,153378,247341,09/17/2019,153262.0,247111.0,116.0,230.0
26945,R244,R050,00-00-03,59 ST,456NQRW,09/19/2019,153491,247518,09/18/2019,153378.0,247341.0,113.0,177.0
26946,R244,R050,00-00-03,59 ST,456NQRW,09/20/2019,153626,247719,09/19/2019,153491.0,247518.0,135.0,201.0
26948,R244,R050,00-00-04,59 ST,456NQRW,09/15/2019,570983,3005266,09/14/2019,570968.0,3005025.0,15.0,241.0
26949,R244,R050,00-00-04,59 ST,456NQRW,09/16/2019,570992,3005452,09/15/2019,570983.0,3005266.0,9.0,186.0
26950,R244,R050,00-00-04,59 ST,456NQRW,09/17/2019,571034,3005785,09/16/2019,570992.0,3005452.0,42.0,333.0
26951,R244,R050,00-00-04,59 ST,456NQRW,09/18/2019,571068,3006153,09/17/2019,571034.0,3005785.0,34.0,368.0
26952,R244,R050,00-00-04,59 ST,456NQRW,09/19/2019,571116,3006550,09/18/2019,571068.0,3006153.0,48.0,397.0
26953,R244,R050,00-00-04,59 ST,456NQRW,09/20/2019,571173,3006913,09/19/2019,571116.0,3006550.0,57.0,363.0
26955,R244,R050,00-03-00,59 ST,456NQRW,09/15/2019,1908017,4703535,09/14/2019,1907707.0,4702706.0,310.0,829.0
26956,R244,R050,00-03-00,59 ST,456NQRW,09/16/2019,1908264,4704058,09/15/2019,1908017.0,4703535.0,247.0,523.0
26957,R244,R050,00-03-00,59 ST,456NQRW,09/17/2019,1908684,4705121,09/16/2019,1908264.0,4704058.0,420.0,1063.0
26958,R244,R050,00-03-00,59 ST,456NQRW,09/18/2019,1909157,4706326,09/17/2019,1908684.0,4705121.0,473.0,1205.0
26959,R244,R050,00-03-00,59 ST,456NQRW,09/19/2019,1909663,4707608,09/18/2019,1909157.0,4706326.0,506.0,1282.0
26960,R244,R050,00-03-00,59 ST,456NQRW,09/20/2019,1910144,4708807,09/19/2019,1909663.0,4707608.0,481.0,1199.0
26962,R244,R050,00-03-01,59 ST,456NQRW,09/15/2019,1502454,4054864,09/14/2019,1501973.0,4053384.0,481.0,1480.0
26963,R244,R050,00-03-01,59 ST,456NQRW,09/16/2019,1502789,4055867,09/15/2019,1502454.0,4054864.0,335.0,1003.0
26964,R244,R050,00-03-01,59 ST,456NQRW,09/17/2019,1503437,4057887,09/16/2019,1502789.0,4055867.0,648.0,2020.0
26965,R244,R050,00-03-01,59 ST,456NQRW,09/18/2019,1504199,4060079,09/17/2019,1503437.0,4057887.0,762.0,2192.0
26966,R244,R050,00-03-01,59 ST,456NQRW,09/19/2019,1504976,4062359,09/18/2019,1504199.0,4060079.0,777.0,2280.0
26967,R244,R050,00-03-01,59 ST,456NQRW,09/20/2019,1505735,4064570,09/19/2019,1504976.0,4062359.0,759.0,2211.0
26969,R244,R050,00-03-02,59 ST,456NQRW,09/15/2019,3160073,6109641,09/14/2019,3159547.0,6108354.0,526.0,1287.0
26970,R244,R050,00-03-02,59 ST,456NQRW,09/16/2019,3160484,6110627,09/15/2019,3160073.0,6109641.0,411.0,986.0
26971,R244,R050,00-03-02,59 ST,456NQRW,09/17/2019,3161435,6112507,09/16/2019,3160484.0,6110627.0,951.0,1880.0
26972,R244,R050,00-03-02,59 ST,456NQRW,09/18/2019,3162506,6114427,09/17/2019,3161435.0,6112507.0,1071.0,1920.0
26973,R244,R050,00-03-02,59 ST,456NQRW,09/19/2019,3163528,6116477,09/18/2019,3162506.0,6114427.0,1022.0,2050.0
26974,R244,R050,00-03-02,59 ST,456NQRW,09/20/2019,3164611,6118500,09/19/2019,3163528.0,6116477.0,1083.0,2023.0
26976,R244,R050,00-06-00,59 ST,456NQRW,09/15/2019,2424606,1695226,09/14/2019,2423969.0,1694789.0,637.0,437.0
26977,R244,R050,00-06-00,59 ST,456NQRW,09/16/2019,2425031,1695554,09/15/2019,2424606.0,1695226.0,425.0,328.0
26978,R244,R050,00-06-00,59 ST,456NQRW,09/17/2019,2426193,1696560,09/16/2019,2425031.0,1695554.0,1162.0,1006.0
26979,R244,R050,00-06-00,59 ST,456NQRW,09/18/2019,2427473,1697672,09/17/2019,2426193.0,1696560.0,1280.0,1112.0
26980,R244,R050,00-06-00,59 ST,456NQRW,09/19/2019,2428714,1698728,09/18/2019,2427473.0,1697672.0,1241.0,1056.0
26981,R244,R050,00-06-00,59 ST,456NQRW,09/20/2019,2429974,1699768,09/19/2019,2428714.0,1698728.0,1260.0,1040.0
26983,R244,R050,00-06-01,59 ST,456NQRW,09/15/2019,4548792,1526668,09/14/2019,4547321.0,1526219.0,1471.0,449.0
26984,R244,R050,00-06-01,59 ST,456NQRW,09/16/2019,4549786,1526984,09/15/2019,4548792.0,1526668.0,994.0,316.0
26985,R244,R050,00-06-01,59 ST,456NQRW,09/17/2019,4552124,1527861,09/16/2019,4549786.0,1526984.0,2338.0,877.0
26986,R244,R050,00-06-01,59 ST,456NQRW,09/18/2019,4554612,1528760,09/17/2019,4552124.0,1527861.0,2488.0,899.0
26987,R244,R050,00-06-01,59 ST,456NQRW,09/19/2019,4556942,1529706,09/18/2019,4554612.0,1528760.0,2330.0,946.0
26988,R244,R050,00-06-01,59 ST,456NQRW,09/20/2019,4559398,1530616,09/19/2019,4556942.0,1529706.0,2456.0,910.0
26990,R244,R050,00-06-02,59 ST,456NQRW,09/15/2019,6393984,1442596,09/14/2019,6392185.0,1442143.0,1799.0,453.0
26991,R244,R050,00-06-02,59 ST,456NQRW,09/16/2019,6395352,1442972,09/15/2019,6393984.0,1442596.0,1368.0,376.0
26992,R244,R050,00-06-02,59 ST,456NQRW,09/17/2019,6398524,1443769,09/16/2019,6395352.0,1442972.0,3172.0,797.0
26993,R244,R050,00-06-02,59 ST,456NQRW,09/18/2019,6401946,1444630,09/17/2019,6398524.0,1443769.0,3422.0,861.0
26994,R244,R050,00-06-02,59 ST,456NQRW,09/19/2019,6405220,1445486,09/18/2019,6401946.0,1444630.0,3274.0,856.0
26995,R244,R050,00-06-02,59 ST,456NQRW,09/20/2019,6408514,1446406,09/19/2019,6405220.0,1445486.0,3294.0,920.0
26997,R244A,R050,01-00-00,59 ST,456NQRW,09/15/2019,4774387,18882222,09/14/2019,4773948.0,18880075.0,439.0,2147.0
26998,R244A,R050,01-00-00,59 ST,456NQRW,09/16/2019,4774692,18883769,09/15/2019,4774387.0,18882222.0,305.0,1547.0
26999,R244A,R050,01-00-00,59 ST,456NQRW,09/17/2019,4775850,18888079,09/16/2019,4774692.0,18883769.0,1158.0,4310.0
27000,R244A,R050,01-00-00,59 ST,456NQRW,09/18/2019,4776990,18892673,09/17/2019,4775850.0,18888079.0,1140.0,4594.0
27001,R244A,R050,01-00-00,59 ST,456NQRW,09/19/2019,4778235,18897324,09/18/2019,4776990.0,18892673.0,1245.0,4651.0
27002,R244A,R050,01-00-00,59 ST,456NQRW,09/20/2019,4779463,18902002,09/19/2019,4778235.0,18897324.0,1228.0,4678.0
27004,R244A,R050,01-00-01,59 ST,456NQRW,09/15/2019,7021131,3718876,09/14/2019,7019882.0,3718371.0,1249.0,505.0
27005,R244A,R050,01-00-01,59 ST,456NQRW,09/16/2019,7022013,3719234,09/15/2019,7021131.0,3718876.0,882.0,358.0
27006,R244A,R050,01-00-01,59 ST,456NQRW,09/17/2019,7024531,3720367,09/16/2019,7022013.0,3719234.0,2518.0,1133.0
27007,R244A,R050,01-00-01,59 ST,456NQRW,09/18/2019,7027060,3721598,09/17/2019,7024531.0,3720367.0,2529.0,1231.0
27008,R244A,R050,01-00-01,59 ST,456NQRW,09/19/2019,7029644,3722885,09/18/2019,7027060.0,3721598.0,2584.0,1287.0
27009,R244A,R050,01-00-01,59 ST,456NQRW,09/20/2019,7032189,3724187,09/19/2019,7029644.0,3722885.0,2545.0,1302.0
27011,R244A,R050,01-00-02,59 ST,456NQRW,09/15/2019,18398196,6993630,09/14/2019,18397101.0,6993200.0,1095.0,430.0
27012,R244A,R050,01-00-02,59 ST,456NQRW,09/16/2019,18399054,6993882,09/15/2019,18398196.0,6993630.0,858.0,252.0
27013,R244A,R050,01-00-02,59 ST,456NQRW,09/17/2019,18401440,6994882,09/16/2019,18399054.0,6993882.0,2386.0,1000.0
27014,R244A,R050,01-00-02,59 ST,456NQRW,09/18/2019,18404121,6995923,09/17/2019,18401440.0,6994882.0,2681.0,1041.0
27015,R244A,R050,01-00-02,59 ST,456NQRW,09/19/2019,18406739,6997065,09/18/2019,18404121.0,6995923.0,2618.0,1142.0
27016,R244A,R050,01-00-02,59 ST,456NQRW,09/20/2019,18409430,6998168,09/19/2019,18406739.0,6997065.0,2691.0,1103.0
27018,R244A,R050,01-00-03,59 ST,456NQRW,09/15/2019,8392146,1775451,09/14/2019,8391284.0,1775255.0,862.0,196.0
27019,R244A,R050,01-00-03,59 ST,456NQRW,09/16/2019,8392788,1775601,09/15/2019,8392146.0,1775451.0,642.0,150.0
27020,R244A,R050,01-00-03,59 ST,456NQRW,09/17/2019,8394991,1776090,09/16/2019,8392788.0,1775601.0,2203.0,489.0
27021,R244A,R050,01-00-03,59 ST,456NQRW,09/18/2019,8397431,1776671,09/17/2019,8394991.0,1776090.0,2440.0,581.0
27022,R244A,R050,01-00-03,59 ST,456NQRW,09/19/2019,8399759,1777206,09/18/2019,8397431.0,1776671.0,2328.0,535.0
27023,R244A,R050,01-00-03,59 ST,456NQRW,09/20/2019,8402230,1777720,09/19/2019,8399759.0,1777206.0,2471.0,514.0
27025,R244A,R050,01-00-04,59 ST,456NQRW,09/15/2019,5633842,931509,09/14/2019,5632727.0,931268.0,1115.0,241.0
27026,R244A,R050,01-00-04,59 ST,456NQRW,09/16/2019,5634655,931660,09/15/2019,5633842.0,931509.0,813.0,151.0
27027,R244A,R050,01-00-04,59 ST,456NQRW,09/17/2019,5638071,932160,09/16/2019,5634655.0,931660.0,3416.0,500.0
27028,R244A,R050,01-00-04,59 ST,456NQRW,09/18/2019,5641753,932713,09/17/2019,5638071.0,932160.0,3682.0,553.0
27029,R244A,R050,01-00-04,59 ST,456NQRW,09/19/2019,5645333,933249,09/18/2019,5641753.0,932713.0,3580.0,536.0
27030,R244A,R050,01-00-04,59 ST,456NQRW,09/20/2019,5648954,933796,09/19/2019,5645333.0,933249.0,3621.0,547.0
27032,R244A,R050,01-06-00,59 ST,456NQRW,09/15/2019,8260731,10119788,09/14/2019,8260255.0,10119047.0,476.0,741.0
27033,R244A,R050,01-06-00,59 ST,456NQRW,09/16/2019,8261043,10120362,09/15/2019,8260731.0,10119788.0,312.0,574.0
27034,R244A,R050,01-06-00,59 ST,456NQRW,09/17/2019,8262059,10121421,09/16/2019,8261043.0,10120362.0,1016.0,1059.0
27035,R244A,R050,01-06-00,59 ST,456NQRW,09/18/2019,8263232,10122648,09/17/2019,8262059.0,10121421.0,1173.0,1227.0
27036,R244A,R050,01-06-00,59 ST,456NQRW,09/19/2019,8264388,10123846,09/18/2019,8263232.0,10122648.0,1156.0,1198.0
27037,R244A,R050,01-06-00,59 ST,456NQRW,09/20/2019,8265496,10125155,09/19/2019,8264388.0,10123846.0,1108.0,1309.0
27039,R244A,R050,01-06-01,59 ST,456NQRW,09/15/2019,4810354,2993287,09/14/2019,4810278.0,2993150.0,76.0,137.0
27040,R244A,R050,01-06-01,59 ST,456NQRW,09/16/2019,4810398,2993398,09/15/2019,4810354.0,2993287.0,44.0,111.0
27041,R244A,R050,01-06-01,59 ST,456NQRW,09/17/2019,4810875,2993750,09/16/2019,4810398.0,2993398.0,477.0,352.0
27042,R244A,R050,01-06-01,59 ST,456NQRW,09/18/2019,4811449,2994186,09/17/2019,4810875.0,2993750.0,574.0,436.0
27043,R244A,R050,01-06-01,59 ST,456NQRW,09/19/2019,4812020,2994598,09/18/2019,4811449.0,2994186.0,571.0,412.0
27044,R244A,R050,01-06-01,59 ST,456NQRW,09/20/2019,4812600,2995018,09/19/2019,4812020.0,2994598.0,580.0,420.0
27046,R245,R051,00-00-00,59 ST,456NQRW,09/15/2019,703440665,721813196,09/14/2019,703441503.0,721812995.0,838.0,201.0
27047,R245,R051,00-00-00,59 ST,456NQRW,09/16/2019,703440080,721813392,09/15/2019,703440665.0,721813196.0,585.0,196.0
27048,R245,R051,00-00-00,59 ST,456NQRW,09/17/2019,703439002,721813715,09/16/2019,703440080.0,721813392.0,1078.0,323.0
27049,R245,R051,00-00-00,59 ST,456NQRW,09/18/2019,703437809,721814042,09/17/2019,703439002.0,721813715.0,1193.0,327.0
27050,R245,R051,00-00-00,59 ST,456NQRW,09/19/2019,703436638,721814361,09/18/2019,703437809.0,721814042.0,1171.0,319.0
27051,R245,R051,00-00-00,59 ST,456NQRW,09/20/2019,703435435,721814712,09/19/2019,703436638.0,721814361.0,1203.0,351.0
27053,R245,R051,00-03-00,59 ST,456NQRW,09/15/2019,11138062,10698836,09/14/2019,11137456.0,10698145.0,606.0,691.0
27054,R245,R051,00-03-00,59 ST,456NQRW,09/16/2019,11138569,10699357,09/15/2019,11138062.0,10698836.0,507.0,521.0
27055,R245,R051,00-03-00,59 ST,456NQRW,09/17/2019,11139229,10700386,09/16/2019,11138569.0,10699357.0,660.0,1029.0
27056,R245,R051,00-03-00,59 ST,456NQRW,09/18/2019,11139974,10701475,09/17/2019,11139229.0,10700386.0,745.0,1089.0
27057,R245,R051,00-03-00,59 ST,456NQRW,09/19/2019,11140750,10702465,09/18/2019,11139974.0,10701475.0,776.0,990.0
27058,R245,R051,00-03-00,59 ST,456NQRW,09/20/2019,11141546,10703558,09/19/2019,11140750.0,10702465.0,796.0,1093.0
27060,R245,R051,00-03-01,59 ST,456NQRW,09/15/2019,6124530,15462905,09/14/2019,6124188.0,15461883.0,342.0,1022.0
27061,R245,R051,00-03-01,59 ST,456NQRW,09/16/2019,6124822,15463701,09/15/2019,6124530.0,15462905.0,292.0,796.0
27062,R245,R051,00-03-01,59 ST,456NQRW,09/17/2019,6125212,15465399,09/16/2019,6124822.0,15463701.0,390.0,1698.0
27063,R245,R051,00-03-01,59 ST,456NQRW,09/18/2019,6125614,15467239,09/17/2019,6125212.0,15465399.0,402.0,1840.0
27064,R245,R051,00-03-01,59 ST,456NQRW,09/19/2019,6126012,15469084,09/18/2019,6125614.0,15467239.0,398.0,1845.0
27065,R245,R051,00-03-01,59 ST,456NQRW,09/20/2019,6126485,15470997,09/19/2019,6126012.0,15469084.0,473.0,1913.0
27067,R245,R051,00-03-02,59 ST,456NQRW,09/15/2019,1040814549,735330563,09/14/2019,1040814254.0,735331530.0,295.0,967.0
27068,R245,R051,00-03-02,59 ST,456NQRW,09/16/2019,1040814824,735329839,09/15/2019,1040814549.0,735330563.0,275.0,724.0
27069,R245,R051,00-03-02,59 ST,456NQRW,09/17/2019,1040815147,735327764,09/16/2019,1040814824.0,735329839.0,323.0,2075.0
27070,R245,R051,00-03-02,59 ST,456NQRW,09/18/2019,1040815527,735325627,09/17/2019,1040815147.0,735327764.0,380.0,2137.0
27071,R245,R051,00-03-02,59 ST,456NQRW,09/19/2019,1040815827,735323595,09/18/2019,1040815527.0,735325627.0,300.0,2032.0
27072,R245,R051,00-03-02,59 ST,456NQRW,09/20/2019,1040816163,735321398,09/19/2019,1040815827.0,735323595.0,336.0,2197.0
27074,R245,R051,00-03-03,59 ST,456NQRW,09/15/2019,6388224,13474385,09/14/2019,6387790.0,13473747.0,434.0,638.0
27075,R245,R051,00-03-03,59 ST,456NQRW,09/16/2019,6388572,13474877,09/15/2019,6388224.0,13474385.0,348.0,492.0
27076,R245,R051,00-03-03,59 ST,456NQRW,09/17/2019,6389116,13476505,09/16/2019,6388572.0,13474877.0,544.0,1628.0
27077,R245,R051,00-03-03,59 ST,456NQRW,09/18/2019,6389722,13478204,09/17/2019,6389116.0,13476505.0,606.0,1699.0
27078,R245,R051,00-03-03,59 ST,456NQRW,09/19/2019,6390298,13479808,09/18/2019,6389722.0,13478204.0,576.0,1604.0
27079,R245,R051,00-03-03,59 ST,456NQRW,09/20/2019,6390930,13481612,09/19/2019,6390298.0,13479808.0,632.0,1804.0
27081,R245,R051,00-05-00,59 ST,456NQRW,09/15/2019,210815,211316,09/14/2019,210057.0,210856.0,758.0,460.0
27082,R245,R051,00-05-00,59 ST,456NQRW,09/16/2019,211433,211674,09/15/2019,210815.0,211316.0,618.0,358.0
27083,R245,R051,00-05-00,59 ST,456NQRW,09/17/2019,212497,212814,09/16/2019,211433.0,211674.0,1064.0,1140.0
27084,R245,R051,00-05-00,59 ST,456NQRW,09/18/2019,213727,214077,09/17/2019,212497.0,212814.0,1230.0,1263.0
27085,R245,R051,00-05-00,59 ST,456NQRW,09/19/2019,214963,215256,09/18/2019,213727.0,214077.0,1236.0,1179.0
27086,R245,R051,00-05-00,59 ST,456NQRW,09/20/2019,216196,216437,09/19/2019,214963.0,215256.0,1233.0,1181.0
27088,R245,R051,00-05-01,59 ST,456NQRW,09/15/2019,13253460,5645255,09/14/2019,13252584.0,5645002.0,876.0,253.0
27089,R245,R051,00-05-01,59 ST,456NQRW,09/16/2019,13254140,5645457,09/15/2019,13253460.0,5645255.0,680.0,202.0
27090,R245,R051,00-05-01,59 ST,456NQRW,09/17/2019,13255487,5646010,09/16/2019,13254140.0,5645457.0,1347.0,553.0
27091,R245,R051,00-05-01,59 ST,456NQRW,09/18/2019,13256907,5646612,09/17/2019,13255487.0,5646010.0,1420.0,602.0
27092,R245,R051,00-05-01,59 ST,456NQRW,09/19/2019,13258331,5647163,09/18/2019,13256907.0,5646612.0,1424.0,551.0
27093,R245,R051,00-05-01,59 ST,456NQRW,09/20/2019,13259759,5647771,09/19/2019,13258331.0,5647163.0,1428.0,608.0
27095,R245,R051,00-05-02,59 ST,456NQRW,09/15/2019,7671897,1450691,09/14/2019,7671327.0,1450589.0,570.0,102.0
27096,R245,R051,00-05-02,59 ST,456NQRW,09/16/2019,7672322,1450772,09/15/2019,7671897.0,1450691.0,425.0,81.0
27097,R245,R051,00-05-02,59 ST,456NQRW,09/17/2019,7673529,1451027,09/16/2019,7672322.0,1450772.0,1207.0,255.0
27098,R245,R051,00-05-02,59 ST,456NQRW,09/18/2019,7674845,1451273,09/17/2019,7673529.0,1451027.0,1316.0,246.0
