,C/A,UNIT,SCP,STATION,LINENAME,DATE,ENTRIES,EXITS,PREV_DATE,PREV_ENTRIES,PREV_EXITS,DIFF_ENTRIES,DIFF_EXITS,stationline,Latitude,Longitude
1318,C011,R231,01-00-02,UNION ST,R,09/20/2019,568444,1710216,09/19/2019,567924.0,1708740.0,520.0,1476.0,UNION ST R station NYC,40.6771729,-73.9832467
1319,C014,R246,00-00-00,PROSPECT AV,R,09/15/2019,13024154,2951587,09/14/2019,13023479.0,2951368.0,675.0,219.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1320,C014,R246,00-00-00,PROSPECT AV,R,09/16/2019,13024664,2951821,09/15/2019,13024154.0,2951587.0,510.0,234.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1321,C014,R246,00-00-00,PROSPECT AV,R,09/17/2019,13026088,2952268,09/16/2019,13024664.0,2951821.0,1424.0,447.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1322,C014,R246,00-00-00,PROSPECT AV,R,09/18/2019,13027563,2952753,09/17/2019,13026088.0,2952268.0,1475.0,485.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1323,C014,R246,00-00-00,PROSPECT AV,R,09/19/2019,13029015,2953227,09/18/2019,13027563.0,2952753.0,1452.0,474.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1324,C014,R246,00-00-00,PROSPECT AV,R,09/20/2019,13030524,2953709,09/19/2019,13029015.0,2953227.0,1509.0,482.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1325,C014,R246,00-00-01,PROSPECT AV,R,09/15/2019,4776759,943541,09/14/2019,4775798.0,943402.0,961.0,139.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1326,C014,R246,00-00-01,PROSPECT AV,R,09/16/2019,4777531,943664,09/15/2019,4776759.0,943541.0,772.0,123.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1327,C014,R246,00-00-01,PROSPECT AV,R,09/17/2019,4779207,943883,09/16/2019,4777531.0,943664.0,1676.0,219.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1328,C014,R246,00-00-01,PROSPECT AV,R,09/18/2019,4780939,944117,09/17/2019,4779207.0,943883.0,1732.0,234.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1329,C014,R246,00-00-01,PROSPECT AV,R,09/19/2019,4782696,944331,09/18/2019,4780939.0,944117.0,1757.0,214.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1330,C014,R246,00-00-01,PROSPECT AV,R,09/20/2019,4784418,944579,09/19/2019,4782696.0,944331.0,1722.0,248.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1331,C014,R246,00-03-00,PROSPECT AV,R,09/15/2019,8748398,3398315,09/14/2019,8747989.0,3398105.0,409.0,210.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1332,C014,R246,00-03-00,PROSPECT AV,R,09/16/2019,8748761,3398508,09/15/2019,8748398.0,3398315.0,363.0,193.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1333,C014,R246,00-03-00,PROSPECT AV,R,09/17/2019,8749763,3398872,09/16/2019,8748761.0,3398508.0,1002.0,364.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1334,C014,R246,00-03-00,PROSPECT AV,R,09/18/2019,8750806,3399312,09/17/2019,8749763.0,3398872.0,1043.0,440.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1335,C014,R246,00-03-00,PROSPECT AV,R,09/19/2019,8751854,3399699,09/18/2019,8750806.0,3399312.0,1048.0,387.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1336,C014,R246,00-03-00,PROSPECT AV,R,09/20/2019,8752816,3400089,09/19/2019,8751854.0,3399699.0,962.0,390.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1337,C014,R246,00-03-01,PROSPECT AV,R,09/15/2019,166144,64578,09/14/2019,165678.0,64323.0,466.0,255.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1338,C014,R246,00-03-01,PROSPECT AV,R,09/16/2019,166528,64830,09/15/2019,166144.0,64578.0,384.0,252.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1339,C014,R246,00-03-01,PROSPECT AV,R,09/17/2019,167711,65224,09/16/2019,166528.0,64830.0,1183.0,394.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1340,C014,R246,00-03-01,PROSPECT AV,R,09/18/2019,168916,65601,09/17/2019,167711.0,65224.0,1205.0,377.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1341,C014,R246,00-03-01,PROSPECT AV,R,09/19/2019,170119,65998,09/18/2019,168916.0,65601.0,1203.0,397.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1342,C014,R246,00-03-01,PROSPECT AV,R,09/20/2019,171332,66401,09/19/2019,170119.0,65998.0,1213.0,403.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1343,C015,R246,01-00-00,PROSPECT AV,R,09/15/2019,1009631,11303035,09/14/2019,1009526.0,11302107.0,105.0,928.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1344,C015,R246,01-00-00,PROSPECT AV,R,09/16/2019,1009732,11303874,09/15/2019,1009631.0,11303035.0,101.0,839.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1345,C015,R246,01-00-00,PROSPECT AV,R,09/17/2019,1009903,11305594,09/16/2019,1009732.0,11303874.0,171.0,1720.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1346,C015,R246,01-00-00,PROSPECT AV,R,09/18/2019,1010178,11307318,09/17/2019,1009903.0,11305594.0,275.0,1724.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1347,C015,R246,01-00-00,PROSPECT AV,R,09/19/2019,1010408,11309085,09/18/2019,1010178.0,11307318.0,230.0,1767.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1348,C015,R246,01-00-00,PROSPECT AV,R,09/20/2019,1010674,11310724,09/19/2019,1010408.0,11309085.0,266.0,1639.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1349,C015,R246,01-00-01,PROSPECT AV,R,09/15/2019,1885942,5398553,09/14/2019,1885792.0,5398208.0,150.0,345.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1350,C015,R246,01-00-01,PROSPECT AV,R,09/16/2019,1886084,5398846,09/15/2019,1885942.0,5398553.0,142.0,293.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1351,C015,R246,01-00-01,PROSPECT AV,R,09/17/2019,1886393,5399939,09/16/2019,1886084.0,5398846.0,309.0,1093.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1352,C015,R246,01-00-01,PROSPECT AV,R,09/18/2019,1886769,5400693,09/17/2019,1886393.0,5399939.0,376.0,754.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1353,C015,R246,01-00-01,PROSPECT AV,R,09/19/2019,1887082,5401497,09/18/2019,1886769.0,5400693.0,313.0,804.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1354,C015,R246,01-00-01,PROSPECT AV,R,09/20/2019,1887384,5402254,09/19/2019,1887082.0,5401497.0,302.0,757.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1355,C015,R246,01-00-02,PROSPECT AV,R,09/15/2019,3679722,7939181,09/14/2019,3679398.0,7938549.0,324.0,632.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1356,C015,R246,01-00-02,PROSPECT AV,R,09/16/2019,3680010,7939699,09/15/2019,3679722.0,7939181.0,288.0,518.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1357,C015,R246,01-00-02,PROSPECT AV,R,09/17/2019,3680791,7940734,09/16/2019,3680010.0,7939699.0,781.0,1035.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1358,C015,R246,01-00-02,PROSPECT AV,R,09/18/2019,3681401,7941883,09/17/2019,3680791.0,7940734.0,610.0,1149.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1359,C015,R246,01-00-02,PROSPECT AV,R,09/19/2019,3682125,7943145,09/18/2019,3681401.0,7941883.0,724.0,1262.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1360,C015,R246,01-00-02,PROSPECT AV,R,09/20/2019,3682778,7944430,09/19/2019,3682125.0,7943145.0,653.0,1285.0,PROSPECT AV R station NYC,40.66541369999999,-73.99292590000002
1361,C016,R278,00-00-00,25 ST,R,09/15/2019,1870005,1602173,09/14/2019,1869738.0,1601875.0,267.0,298.0,25 ST R station NYC,40.59946790000001,-73.7618536
1362,C016,R278,00-00-00,25 ST,R,09/16/2019,1870234,1602451,09/15/2019,1870005.0,1602173.0,229.0,278.0,25 ST R station NYC,40.59946790000001,-73.7618536
1363,C016,R278,00-00-00,25 ST,R,09/17/2019,1870797,1602866,09/16/2019,1870234.0,1602451.0,563.0,415.0,25 ST R station NYC,40.59946790000001,-73.7618536
1364,C016,R278,00-00-00,25 ST,R,09/18/2019,1871331,1603311,09/17/2019,1870797.0,1602866.0,534.0,445.0,25 ST R station NYC,40.59946790000001,-73.7618536
1365,C016,R278,00-00-00,25 ST,R,09/19/2019,1871936,1603724,09/18/2019,1871331.0,1603311.0,605.0,413.0,25 ST R station NYC,40.59946790000001,-73.7618536
1366,C016,R278,00-00-00,25 ST,R,09/20/2019,1872531,1604121,09/19/2019,1871936.0,1603724.0,595.0,397.0,25 ST R station NYC,40.59946790000001,-73.7618536
1367,C016,R278,00-00-01,25 ST,R,09/15/2019,1431648,408566,09/14/2019,1431115.0,408422.0,533.0,144.0,25 ST R station NYC,40.59946790000001,-73.7618536
1368,C016,R278,00-00-01,25 ST,R,09/16/2019,1432039,408694,09/15/2019,1431648.0,408566.0,391.0,128.0,25 ST R station NYC,40.59946790000001,-73.7618536
1369,C016,R278,00-00-01,25 ST,R,09/17/2019,1433001,408950,09/16/2019,1432039.0,408694.0,962.0,256.0,25 ST R station NYC,40.59946790000001,-73.7618536
1370,C016,R278,00-00-01,25 ST,R,09/18/2019,1433876,409206,09/17/2019,1433001.0,408950.0,875.0,256.0,25 ST R station NYC,40.59946790000001,-73.7618536
1371,C016,R278,00-00-01,25 ST,R,09/19/2019,1434835,409446,09/18/2019,1433876.0,409206.0,959.0,240.0,25 ST R station NYC,40.59946790000001,-73.7618536
1372,C016,R278,00-00-01,25 ST,R,09/20/2019,1435705,409679,09/19/2019,1434835.0,409446.0,870.0,233.0,25 ST R station NYC,40.59946790000001,-73.7618536
1373,C016,R278,00-00-02,25 ST,R,09/15/2019,11236580,3060416,09/14/2019,11235426.0,3060116.0,1154.0,300.0,25 ST R station NYC,40.59946790000001,-73.7618536
1374,C016,R278,00-00-02,25 ST,R,09/16/2019,11237584,3060695,09/15/2019,11236580.0,3060416.0,1004.0,279.0,25 ST R station NYC,40.59946790000001,-73.7618536
1375,C016,R278,00-00-02,25 ST,R,09/17/2019,11239352,3061069,09/16/2019,11237584.0,3060695.0,1768.0,374.0,25 ST R station NYC,40.59946790000001,-73.7618536
1376,C016,R278,00-00-02,25 ST,R,09/18/2019,11241331,3061459,09/17/2019,11239352.0,3061069.0,1979.0,390.0,25 ST R station NYC,40.59946790000001,-73.7618536
1377,C016,R278,00-00-02,25 ST,R,09/19/2019,11243250,3061864,09/18/2019,11241331.0,3061459.0,1919.0,405.0,25 ST R station NYC,40.59946790000001,-73.7618536
1378,C016,R278,00-00-02,25 ST,R,09/20/2019,11245219,3062258,09/19/2019,11243250.0,3061864.0,1969.0,394.0,25 ST R station NYC,40.59946790000001,-73.7618536
1379,C017,R455,00-00-00,25 ST,R,09/15/2019,4264714,8067755,09/14/2019,4264394.0,8067082.0,320.0,673.0,25 ST R station NYC,40.59946790000001,-73.7618536
1380,C017,R455,00-00-00,25 ST,R,09/16/2019,4264999,8068410,09/15/2019,4264714.0,8067755.0,285.0,655.0,25 ST R station NYC,40.59946790000001,-73.7618536
1381,C017,R455,00-00-00,25 ST,R,09/17/2019,4265460,8069356,09/16/2019,4264999.0,8068410.0,461.0,946.0,25 ST R station NYC,40.59946790000001,-73.7618536
1382,C017,R455,00-00-00,25 ST,R,09/18/2019,4265954,8070304,09/17/2019,4265460.0,8069356.0,494.0,948.0,25 ST R station NYC,40.59946790000001,-73.7618536
1383,C017,R455,00-00-00,25 ST,R,09/19/2019,4266461,8071360,09/18/2019,4265954.0,8070304.0,507.0,1056.0,25 ST R station NYC,40.59946790000001,-73.7618536
1384,C017,R455,00-00-00,25 ST,R,09/20/2019,4266958,8072398,09/19/2019,4266461.0,8071360.0,497.0,1038.0,25 ST R station NYC,40.59946790000001,-73.7618536
1385,C017,R455,00-00-01,25 ST,R,09/15/2019,1650460,2498091,09/14/2019,1650282.0,2497903.0,178.0,188.0,25 ST R station NYC,40.59946790000001,-73.7618536
1386,C017,R455,00-00-01,25 ST,R,09/16/2019,1650569,2498281,09/15/2019,1650460.0,2498091.0,109.0,190.0,25 ST R station NYC,40.59946790000001,-73.7618536
1387,C017,R455,00-00-01,25 ST,R,09/17/2019,1650783,2498580,09/16/2019,1650569.0,2498281.0,214.0,299.0,25 ST R station NYC,40.59946790000001,-73.7618536
1388,C017,R455,00-00-01,25 ST,R,09/18/2019,1651009,2498941,09/17/2019,1650783.0,2498580.0,226.0,361.0,25 ST R station NYC,40.59946790000001,-73.7618536
1389,C017,R455,00-00-01,25 ST,R,09/19/2019,1651236,2499250,09/18/2019,1651009.0,2498941.0,227.0,309.0,25 ST R station NYC,40.59946790000001,-73.7618536
1390,C017,R455,00-00-01,25 ST,R,09/20/2019,1651474,2499549,09/19/2019,1651236.0,2499250.0,238.0,299.0,25 ST R station NYC,40.59946790000001,-73.7618536
1391,C017,R455,00-00-02,25 ST,R,09/15/2019,641116,6497781,09/14/2019,641053.0,6497172.0,63.0,609.0,25 ST R station NYC,40.59946790000001,-73.7618536
1392,C017,R455,00-00-02,25 ST,R,09/16/2019,641169,6498319,09/15/2019,641116.0,6497781.0,53.0,538.0,25 ST R station NYC,40.59946790000001,-73.7618536
1393,C017,R455,00-00-02,25 ST,R,09/17/2019,641268,6499370,09/16/2019,641169.0,6498319.0,99.0,1051.0,25 ST R station NYC,40.59946790000001,-73.7618536
1394,C017,R455,00-00-02,25 ST,R,09/18/2019,641360,6500453,09/17/2019,641268.0,6499370.0,92.0,1083.0,25 ST R station NYC,40.59946790000001,-73.7618536
1395,C017,R455,00-00-02,25 ST,R,09/19/2019,641464,6501522,09/18/2019,641360.0,6500453.0,104.0,1069.0,25 ST R station NYC,40.59946790000001,-73.7618536
1396,C017,R455,00-00-02,25 ST,R,09/20/2019,641578,6502608,09/19/2019,641464.0,6501522.0,114.0,1086.0,25 ST R station NYC,40.59946790000001,-73.7618536
1397,C018,R197,00-00-00,36 ST,DNR,09/15/2019,5824650,7455302,09/14/2019,5822639.0,7452567.0,2011.0,2735.0,36 ST DNR station NYC,40.6545065,-74.0042335
1398,C018,R197,00-00-00,36 ST,DNR,09/16/2019,5826282,7457545,09/15/2019,5824650.0,7455302.0,1632.0,2243.0,36 ST DNR station NYC,40.6545065,-74.0042335
1399,C018,R197,00-00-00,36 ST,DNR,09/17/2019,5829134,7460814,09/16/2019,5826282.0,7457545.0,2852.0,3269.0,36 ST DNR station NYC,40.6545065,-74.0042335
1400,C018,R197,00-00-00,36 ST,DNR,09/18/2019,5832065,7464246,09/17/2019,5829134.0,7460814.0,2931.0,3432.0,36 ST DNR station NYC,40.6545065,-74.0042335
1401,C018,R197,00-00-00,36 ST,DNR,09/19/2019,5835023,7467889,09/18/2019,5832065.0,7464246.0,2958.0,3643.0,36 ST DNR station NYC,40.6545065,-74.0042335
1402,C018,R197,00-00-00,36 ST,DNR,09/20/2019,5838001,7471313,09/19/2019,5835023.0,7467889.0,2978.0,3424.0,36 ST DNR station NYC,40.6545065,-74.0042335
1403,C018,R197,00-00-01,36 ST,DNR,09/15/2019,4739851,3328526,09/14/2019,4738378.0,3327311.0,1473.0,1215.0,36 ST DNR station NYC,40.6545065,-74.0042335
1404,C018,R197,00-00-01,36 ST,DNR,09/16/2019,4741008,3329517,09/15/2019,4739851.0,3328526.0,1157.0,991.0,36 ST DNR station NYC,40.6545065,-74.0042335
1405,C018,R197,00-00-01,36 ST,DNR,09/17/2019,4743580,3330924,09/16/2019,4741008.0,3329517.0,2572.0,1407.0,36 ST DNR station NYC,40.6545065,-74.0042335
1406,C018,R197,00-00-01,36 ST,DNR,09/18/2019,4746225,3332288,09/17/2019,4743580.0,3330924.0,2645.0,1364.0,36 ST DNR station NYC,40.6545065,-74.0042335
1407,C018,R197,00-00-01,36 ST,DNR,09/19/2019,4748908,3333752,09/18/2019,4746225.0,3332288.0,2683.0,1464.0,36 ST DNR station NYC,40.6545065,-74.0042335
1408,C018,R197,00-00-01,36 ST,DNR,09/20/2019,4751457,3335283,09/19/2019,4748908.0,3333752.0,2549.0,1531.0,36 ST DNR station NYC,40.6545065,-74.0042335
1409,C018,R197,00-00-02,36 ST,DNR,09/15/2019,9451310,6093481,09/14/2019,9450210.0,6092784.0,1100.0,697.0,36 ST DNR station NYC,40.6545065,-74.0042335
1410,C018,R197,00-00-02,36 ST,DNR,09/16/2019,9452071,6094039,09/15/2019,9451310.0,6093481.0,761.0,558.0,36 ST DNR station NYC,40.6545065,-74.0042335
1411,C018,R197,00-00-02,36 ST,DNR,09/17/2019,9453930,6095032,09/16/2019,9452071.0,6094039.0,1859.0,993.0,36 ST DNR station NYC,40.6545065,-74.0042335
1412,C018,R197,00-00-02,36 ST,DNR,09/18/2019,9455938,6096030,09/17/2019,9453930.0,6095032.0,2008.0,998.0,36 ST DNR station NYC,40.6545065,-74.0042335
1413,C018,R197,00-00-02,36 ST,DNR,09/19/2019,9457940,6097025,09/18/2019,9455938.0,6096030.0,2002.0,995.0,36 ST DNR station NYC,40.6545065,-74.0042335
1414,C018,R197,00-00-02,36 ST,DNR,09/20/2019,9460006,6098023,09/19/2019,9457940.0,6097025.0,2066.0,998.0,36 ST DNR station NYC,40.6545065,-74.0042335
1415,C018,R197,00-00-03,36 ST,DNR,09/15/2019,8803623,6290325,09/14/2019,8802757.0,6289502.0,866.0,823.0,36 ST DNR station NYC,40.6545065,-74.0042335
1416,C018,R197,00-00-03,36 ST,DNR,09/16/2019,8804276,6290984,09/15/2019,8803623.0,6290325.0,653.0,659.0,36 ST DNR station NYC,40.6545065,-74.0042335
1417,C018,R197,00-00-03,36 ST,DNR,09/17/2019,8805859,6292139,09/16/2019,8804276.0,6290984.0,1583.0,1155.0,36 ST DNR station NYC,40.6545065,-74.0042335
1418,C018,R197,00-00-03,36 ST,DNR,09/18/2019,8807601,6293296,09/17/2019,8805859.0,6292139.0,1742.0,1157.0,36 ST DNR station NYC,40.6545065,-74.0042335
1419,C018,R197,00-00-03,36 ST,DNR,09/19/2019,8809316,6294529,09/18/2019,8807601.0,6293296.0,1715.0,1233.0,36 ST DNR station NYC,40.6545065,-74.0042335
1420,C018,R197,00-00-03,36 ST,DNR,09/20/2019,8811088,6295613,09/19/2019,8809316.0,6294529.0,1772.0,1084.0,36 ST DNR station NYC,40.6545065,-74.0042335
1421,C018,R197,00-00-04,36 ST,DNR,09/15/2019,12425377,5705279,09/14/2019,12424195.0,5704535.0,1182.0,744.0,36 ST DNR station NYC,40.6545065,-74.0042335
1422,C018,R197,00-00-04,36 ST,DNR,09/16/2019,12426290,5705843,09/15/2019,12425377.0,5705279.0,913.0,564.0,36 ST DNR station NYC,40.6545065,-74.0042335
1423,C018,R197,00-00-04,36 ST,DNR,09/17/2019,12428343,5706798,09/16/2019,12426290.0,5705843.0,2053.0,955.0,36 ST DNR station NYC,40.6545065,-74.0042335
1424,C018,R197,00-00-04,36 ST,DNR,09/18/2019,12430582,5707755,09/17/2019,12428343.0,5706798.0,2239.0,957.0,36 ST DNR station NYC,40.6545065,-74.0042335
1425,C018,R197,00-00-04,36 ST,DNR,09/19/2019,12432886,5708700,09/18/2019,12430582.0,5707755.0,2304.0,945.0,36 ST DNR station NYC,40.6545065,-74.0042335
1426,C018,R197,00-00-04,36 ST,DNR,09/20/2019,12435116,5709710,09/19/2019,12432886.0,5708700.0,2230.0,1010.0,36 ST DNR station NYC,40.6545065,-74.0042335
1427,C018,R197,00-00-05,36 ST,DNR,09/15/2019,9394820,1949279,09/14/2019,9392859.0,1948688.0,1961.0,591.0,36 ST DNR station NYC,40.6545065,-74.0042335
1428,C018,R197,00-00-05,36 ST,DNR,09/16/2019,9396461,1949719,09/15/2019,9394820.0,1949279.0,1641.0,440.0,36 ST DNR station NYC,40.6545065,-74.0042335
1429,C018,R197,00-00-05,36 ST,DNR,09/17/2019,9399698,1950335,09/16/2019,9396461.0,1949719.0,3237.0,616.0,36 ST DNR station NYC,40.6545065,-74.0042335
1430,C018,R197,00-00-05,36 ST,DNR,09/18/2019,9403090,1950978,09/17/2019,9399698.0,1950335.0,3392.0,643.0,36 ST DNR station NYC,40.6545065,-74.0042335
1431,C018,R197,00-00-05,36 ST,DNR,09/19/2019,9406607,1951638,09/18/2019,9403090.0,1950978.0,3517.0,660.0,36 ST DNR station NYC,40.6545065,-74.0042335
1432,C018,R197,00-00-05,36 ST,DNR,09/20/2019,9410020,1952247,09/19/2019,9406607.0,1951638.0,3413.0,609.0,36 ST DNR station NYC,40.6545065,-74.0042335
1433,C019,R232,00-00-00,45 ST,R,09/15/2019,4905800,7882389,09/14/2019,4904844.0,7880980.0,956.0,1409.0,45 ST R station NYC,40.6493588,-74.00959069999999
1434,C019,R232,00-00-00,45 ST,R,09/16/2019,4906805,7883915,09/15/2019,4905800.0,7882389.0,1005.0,1526.0,45 ST R station NYC,40.6493588,-74.00959069999999
1435,C019,R232,00-00-00,45 ST,R,09/17/2019,4908396,7885858,09/16/2019,4906805.0,7883915.0,1591.0,1943.0,45 ST R station NYC,40.6493588,-74.00959069999999
1436,C019,R232,00-00-00,45 ST,R,09/18/2019,4910064,7887919,09/17/2019,4908396.0,7885858.0,1668.0,2061.0,45 ST R station NYC,40.6493588,-74.00959069999999
1437,C019,R232,00-00-00,45 ST,R,09/19/2019,4911769,7889908,09/18/2019,4910064.0,7887919.0,1705.0,1989.0,45 ST R station NYC,40.6493588,-74.00959069999999
1438,C019,R232,00-00-00,45 ST,R,09/20/2019,4913399,7891965,09/19/2019,4911769.0,7889908.0,1630.0,2057.0,45 ST R station NYC,40.6493588,-74.00959069999999
1439,C019,R232,00-00-01,45 ST,R,09/15/2019,1305950,1101630,09/14/2019,1305107.0,1100888.0,843.0,742.0,45 ST R station NYC,40.6493588,-74.00959069999999
1440,C019,R232,00-00-01,45 ST,R,09/16/2019,1306823,1102427,09/15/2019,1305950.0,1101630.0,873.0,797.0,45 ST R station NYC,40.6493588,-74.00959069999999
1441,C019,R232,00-00-01,45 ST,R,09/17/2019,1308296,1103560,09/16/2019,1306823.0,1102427.0,1473.0,1133.0,45 ST R station NYC,40.6493588,-74.00959069999999
1442,C019,R232,00-00-01,45 ST,R,09/18/2019,1309768,1104618,09/17/2019,1308296.0,1103560.0,1472.0,1058.0,45 ST R station NYC,40.6493588,-74.00959069999999
1443,C019,R232,00-00-01,45 ST,R,09/19/2019,1311255,1105795,09/18/2019,1309768.0,1104618.0,1487.0,1177.0,45 ST R station NYC,40.6493588,-74.00959069999999
1444,C019,R232,00-00-01,45 ST,R,09/20/2019,1312802,1106923,09/19/2019,1311255.0,1105795.0,1547.0,1128.0,45 ST R station NYC,40.6493588,-74.00959069999999
1445,C019,R232,00-00-02,45 ST,R,09/15/2019,1359191,608632,09/14/2019,1358026.0,608101.0,1165.0,531.0,45 ST R station NYC,40.6493588,-74.00959069999999
1446,C019,R232,00-00-02,45 ST,R,09/16/2019,1360423,609172,09/15/2019,1359191.0,608632.0,1232.0,540.0,45 ST R station NYC,40.6493588,-74.00959069999999
1447,C019,R232,00-00-02,45 ST,R,09/17/2019,1362290,609898,09/16/2019,1360423.0,609172.0,1867.0,726.0,45 ST R station NYC,40.6493588,-74.00959069999999
1448,C019,R232,00-00-02,45 ST,R,09/18/2019,1364173,610709,09/17/2019,1362290.0,609898.0,1883.0,811.0,45 ST R station NYC,40.6493588,-74.00959069999999
1449,C019,R232,00-00-02,45 ST,R,09/19/2019,1366100,611544,09/18/2019,1364173.0,610709.0,1927.0,835.0,45 ST R station NYC,40.6493588,-74.00959069999999
1450,C019,R232,00-00-02,45 ST,R,09/20/2019,1368058,612301,09/19/2019,1366100.0,611544.0,1958.0,757.0,45 ST R station NYC,40.6493588,-74.00959069999999
1451,C019,R232,00-00-03,45 ST,R,09/15/2019,5014721,1147388,09/14/2019,5012578.0,1146814.0,2143.0,574.0,45 ST R station NYC,40.6493588,-74.00959069999999
1452,C019,R232,00-00-03,45 ST,R,09/16/2019,5016904,1147861,09/15/2019,5014721.0,1147388.0,2183.0,473.0,45 ST R station NYC,40.6493588,-74.00959069999999
1453,C019,R232,00-00-03,45 ST,R,09/17/2019,5019966,1148417,09/16/2019,5016904.0,1147861.0,3062.0,556.0,45 ST R station NYC,40.6493588,-74.00959069999999
1454,C019,R232,00-00-03,45 ST,R,09/18/2019,5023186,1149021,09/17/2019,5019966.0,1148417.0,3220.0,604.0,45 ST R station NYC,40.6493588,-74.00959069999999
1455,C019,R232,00-00-03,45 ST,R,09/19/2019,5026313,1149579,09/18/2019,5023186.0,1149021.0,3127.0,558.0,45 ST R station NYC,40.6493588,-74.00959069999999
1456,C019,R232,00-00-03,45 ST,R,09/20/2019,5029451,1150177,09/19/2019,5026313.0,1149579.0,3138.0,598.0,45 ST R station NYC,40.6493588,-74.00959069999999
1457,C020,R233,00-00-00,53 ST,R,09/15/2019,10800434,5151950,09/14/2019,10798783.0,5151149.0,1651.0,801.0,53 ST R station NYC,40.6446283,-74.0145512
1458,C020,R233,00-00-00,53 ST,R,09/16/2019,10801825,5152764,09/15/2019,10800434.0,5151950.0,1391.0,814.0,53 ST R station NYC,40.6446283,-74.0145512
1459,C020,R233,00-00-00,53 ST,R,09/17/2019,10804117,5153661,09/16/2019,10801825.0,5152764.0,2292.0,897.0,53 ST R station NYC,40.6446283,-74.0145512
1460,C020,R233,00-00-00,53 ST,R,09/18/2019,10806528,5154603,09/17/2019,10804117.0,5153661.0,2411.0,942.0,53 ST R station NYC,40.6446283,-74.0145512
1461,C020,R233,00-00-00,53 ST,R,09/19/2019,10808893,5155515,09/18/2019,10806528.0,5154603.0,2365.0,912.0,53 ST R station NYC,40.6446283,-74.0145512
1462,C020,R233,00-00-00,53 ST,R,09/20/2019,10811384,5156497,09/19/2019,10808893.0,5155515.0,2491.0,982.0,53 ST R station NYC,40.6446283,-74.0145512
1463,C020,R233,00-00-01,53 ST,R,09/15/2019,1064986,410858,09/14/2019,1063827.0,410330.0,1159.0,528.0,53 ST R station NYC,40.6446283,-74.0145512
1464,C020,R233,00-00-01,53 ST,R,09/16/2019,1065930,411356,09/15/2019,1064986.0,410858.0,944.0,498.0,53 ST R station NYC,40.6446283,-74.0145512
1465,C020,R233,00-00-01,53 ST,R,09/17/2019,1067555,412048,09/16/2019,1065930.0,411356.0,1625.0,692.0,53 ST R station NYC,40.6446283,-74.0145512
1466,C020,R233,00-00-01,53 ST,R,09/18/2019,1069222,412655,09/17/2019,1067555.0,412048.0,1667.0,607.0,53 ST R station NYC,40.6446283,-74.0145512
1467,C020,R233,00-00-01,53 ST,R,09/19/2019,1070874,413377,09/18/2019,1069222.0,412655.0,1652.0,722.0,53 ST R station NYC,40.6446283,-74.0145512
