,C/A,UNIT,SCP,STATION,LINENAME,DATE,ENTRIES,EXITS,PREV_DATE,PREV_ENTRIES,PREV_EXITS,DIFF_ENTRIES,DIFF_EXITS,stationline,Latitude,Longitude
4603,R244A,R050,01-00-04,59 ST,456NQR,09/17/2019,5638071,932160,09/16/2019,5634655.0,931660.0,3416.0,500.0,59 ST 456NQR station NYC,40.762824,-73.967562
4604,R244A,R050,01-00-04,59 ST,456NQR,09/18/2019,5641753,932713,09/17/2019,5638071.0,932160.0,3682.0,553.0,59 ST 456NQR station NYC,40.762824,-73.967562
4605,R244A,R050,01-00-04,59 ST,456NQR,09/19/2019,5645333,933249,09/18/2019,5641753.0,932713.0,3580.0,536.0,59 ST 456NQR station NYC,40.762824,-73.967562
4606,R244A,R050,01-00-04,59 ST,456NQR,09/20/2019,5648954,933796,09/19/2019,5645333.0,933249.0,3621.0,547.0,59 ST 456NQR station NYC,40.762824,-73.967562
4607,R244A,R050,01-06-00,59 ST,456NQR,09/15/2019,8260731,10119788,09/14/2019,8260255.0,10119047.0,476.0,741.0,59 ST 456NQR station NYC,40.762824,-73.967562
4608,R244A,R050,01-06-00,59 ST,456NQR,09/16/2019,8261043,10120362,09/15/2019,8260731.0,10119788.0,312.0,574.0,59 ST 456NQR station NYC,40.762824,-73.967562
4609,R244A,R050,01-06-00,59 ST,456NQR,09/17/2019,8262059,10121421,09/16/2019,8261043.0,10120362.0,1016.0,1059.0,59 ST 456NQR station NYC,40.762824,-73.967562
4610,R244A,R050,01-06-00,59 ST,456NQR,09/18/2019,8263232,10122648,09/17/2019,8262059.0,10121421.0,1173.0,1227.0,59 ST 456NQR station NYC,40.762824,-73.967562
4611,R244A,R050,01-06-00,59 ST,456NQR,09/19/2019,8264388,10123846,09/18/2019,8263232.0,10122648.0,1156.0,1198.0,59 ST 456NQR station NYC,40.762824,-73.967562
4612,R244A,R050,01-06-00,59 ST,456NQR,09/20/2019,8265496,10125155,09/19/2019,8264388.0,10123846.0,1108.0,1309.0,59 ST 456NQR station NYC,40.762824,-73.967562
4613,R244A,R050,01-06-01,59 ST,456NQR,09/15/2019,4810354,2993287,09/14/2019,4810278.0,2993150.0,76.0,137.0,59 ST 456NQR station NYC,40.762824,-73.967562
4614,R244A,R050,01-06-01,59 ST,456NQR,09/16/2019,4810398,2993398,09/15/2019,4810354.0,2993287.0,44.0,111.0,59 ST 456NQR station NYC,40.762824,-73.967562
4615,R244A,R050,01-06-01,59 ST,456NQR,09/17/2019,4810875,2993750,09/16/2019,4810398.0,2993398.0,477.0,352.0,59 ST 456NQR station NYC,40.762824,-73.967562
4616,R244A,R050,01-06-01,59 ST,456NQR,09/18/2019,4811449,2994186,09/17/2019,4810875.0,2993750.0,574.0,436.0,59 ST 456NQR station NYC,40.762824,-73.967562
4617,R244A,R050,01-06-01,59 ST,456NQR,09/19/2019,4812020,2994598,09/18/2019,4811449.0,2994186.0,571.0,412.0,59 ST 456NQR station NYC,40.762824,-73.967562
4618,R244A,R050,01-06-01,59 ST,456NQR,09/20/2019,4812600,2995018,09/19/2019,4812020.0,2994598.0,580.0,420.0,59 ST 456NQR station NYC,40.762824,-73.967562
4619,R245,R051,00-00-00,59 ST,456NQR,09/15/2019,703440665,721813196,09/14/2019,703441503.0,721812995.0,838.0,201.0,59 ST 456NQR station NYC,40.762824,-73.967562
4620,R245,R051,00-00-00,59 ST,456NQR,09/16/2019,703440080,721813392,09/15/2019,703440665.0,721813196.0,585.0,196.0,59 ST 456NQR station NYC,40.762824,-73.967562
4621,R245,R051,00-00-00,59 ST,456NQR,09/17/2019,703439002,721813715,09/16/2019,703440080.0,721813392.0,1078.0,323.0,59 ST 456NQR station NYC,40.762824,-73.967562
4622,R245,R051,00-00-00,59 ST,456NQR,09/18/2019,703437809,721814042,09/17/2019,703439002.0,721813715.0,1193.0,327.0,59 ST 456NQR station NYC,40.762824,-73.967562
4623,R245,R051,00-00-00,59 ST,456NQR,09/19/2019,703436638,721814361,09/18/2019,703437809.0,721814042.0,1171.0,319.0,59 ST 456NQR station NYC,40.762824,-73.967562
4624,R245,R051,00-00-00,59 ST,456NQR,09/20/2019,703435435,721814712,09/19/2019,703436638.0,721814361.0,1203.0,351.0,59 ST 456NQR station NYC,40.762824,-73.967562
4625,R245,R051,00-03-00,59 ST,456NQR,09/15/2019,11138062,10698836,09/14/2019,11137456.0,10698145.0,606.0,691.0,59 ST 456NQR station NYC,40.762824,-73.967562
4626,R245,R051,00-03-00,59 ST,456NQR,09/16/2019,11138569,10699357,09/15/2019,11138062.0,10698836.0,507.0,521.0,59 ST 456NQR station NYC,40.762824,-73.967562
4627,R245,R051,00-03-00,59 ST,456NQR,09/17/2019,11139229,10700386,09/16/2019,11138569.0,10699357.0,660.0,1029.0,59 ST 456NQR station NYC,40.762824,-73.967562
4628,R245,R051,00-03-00,59 ST,456NQR,09/18/2019,11139974,10701475,09/17/2019,11139229.0,10700386.0,745.0,1089.0,59 ST 456NQR station NYC,40.762824,-73.967562
4629,R245,R051,00-03-00,59 ST,456NQR,09/19/2019,11140750,10702465,09/18/2019,11139974.0,10701475.0,776.0,990.0,59 ST 456NQR station NYC,40.762824,-73.967562
4630,R245,R051,00-03-00,59 ST,456NQR,09/20/2019,11141546,10703558,09/19/2019,11140750.0,10702465.0,796.0,1093.0,59 ST 456NQR station NYC,40.762824,-73.967562
4631,R245,R051,00-03-01,59 ST,456NQR,09/15/2019,6124530,15462905,09/14/2019,6124188.0,15461883.0,342.0,1022.0,59 ST 456NQR station NYC,40.762824,-73.967562
4632,R245,R051,00-03-01,59 ST,456NQR,09/16/2019,6124822,15463701,09/15/2019,6124530.0,15462905.0,292.0,796.0,59 ST 456NQR station NYC,40.762824,-73.967562
4633,R245,R051,00-03-01,59 ST,456NQR,09/17/2019,6125212,15465399,09/16/2019,6124822.0,15463701.0,390.0,1698.0,59 ST 456NQR station NYC,40.762824,-73.967562
4634,R245,R051,00-03-01,59 ST,456NQR,09/18/2019,6125614,15467239,09/17/2019,6125212.0,15465399.0,402.0,1840.0,59 ST 456NQR station NYC,40.762824,-73.967562
4635,R245,R051,00-03-01,59 ST,456NQR,09/19/2019,6126012,15469084,09/18/2019,6125614.0,15467239.0,398.0,1845.0,59 ST 456NQR station NYC,40.762824,-73.967562
4636,R245,R051,00-03-01,59 ST,456NQR,09/20/2019,6126485,15470997,09/19/2019,6126012.0,15469084.0,473.0,1913.0,59 ST 456NQR station NYC,40.762824,-73.967562
4637,R245,R051,00-03-02,59 ST,456NQR,09/15/2019,1040814549,735330563,09/14/2019,1040814254.0,735331530.0,295.0,967.0,59 ST 456NQR station NYC,40.762824,-73.967562
4638,R245,R051,00-03-02,59 ST,456NQR,09/16/2019,1040814824,735329839,09/15/2019,1040814549.0,735330563.0,275.0,724.0,59 ST 456NQR station NYC,40.762824,-73.967562
4639,R245,R051,00-03-02,59 ST,456NQR,09/17/2019,1040815147,735327764,09/16/2019,1040814824.0,735329839.0,323.0,2075.0,59 ST 456NQR station NYC,40.762824,-73.967562
4640,R245,R051,00-03-02,59 ST,456NQR,09/18/2019,1040815527,735325627,09/17/2019,1040815147.0,735327764.0,380.0,2137.0,59 ST 456NQR station NYC,40.762824,-73.967562
4641,R245,R051,00-03-02,59 ST,456NQR,09/19/2019,1040815827,735323595,09/18/2019,1040815527.0,735325627.0,300.0,2032.0,59 ST 456NQR station NYC,40.762824,-73.967562
4642,R245,R051,00-03-02,59 ST,456NQR,09/20/2019,1040816163,735321398,09/19/2019,1040815827.0,735323595.0,336.0,2197.0,59 ST 456NQR station NYC,40.762824,-73.967562
4643,R245,R051,00-03-03,59 ST,456NQR,09/15/2019,6388224,13474385,09/14/2019,6387790.0,13473747.0,434.0,638.0,59 ST 456NQR station NYC,40.762824,-73.967562
4644,R245,R051,00-03-03,59 ST,456NQR,09/16/2019,6388572,13474877,09/15/2019,6388224.0,13474385.0,348.0,492.0,59 ST 456NQR station NYC,40.762824,-73.967562
4645,R245,R051,00-03-03,59 ST,456NQR,09/17/2019,6389116,13476505,09/16/2019,6388572.0,13474877.0,544.0,1628.0,59 ST 456NQR station NYC,40.762824,-73.967562
4646,R245,R051,00-03-03,59 ST,456NQR,09/18/2019,6389722,13478204,09/17/2019,6389116.0,13476505.0,606.0,1699.0,59 ST 456NQR station NYC,40.762824,-73.967562
4647,R245,R051,00-03-03,59 ST,456NQR,09/19/2019,6390298,13479808,09/18/2019,6389722.0,13478204.0,576.0,1604.0,59 ST 456NQR station NYC,40.762824,-73.967562
4648,R245,R051,00-03-03,59 ST,456NQR,09/20/2019,6390930,13481612,09/19/2019,6390298.0,13479808.0,632.0,1804.0,59 ST 456NQR station NYC,40.762824,-73.967562
4649,R245,R051,00-05-00,59 ST,456NQR,09/15/2019,210815,211316,09/14/2019,210057.0,210856.0,758.0,460.0,59 ST 456NQR station NYC,40.762824,-73.967562
4650,R245,R051,00-05-00,59 ST,456NQR,09/16/2019,211433,211674,09/15/2019,210815.0,211316.0,618.0,358.0,59 ST 456NQR station NYC,40.762824,-73.967562
4651,R245,R051,00-05-00,59 ST,456NQR,09/17/2019,212497,212814,09/16/2019,211433.0,211674.0,1064.0,1140.0,59 ST 456NQR station NYC,40.762824,-73.967562
4652,R245,R051,00-05-00,59 ST,456NQR,09/18/2019,213727,214077,09/17/2019,212497.0,212814.0,1230.0,1263.0,59 ST 456NQR station NYC,40.762824,-73.967562
4653,R245,R051,00-05-00,59 ST,456NQR,09/19/2019,214963,215256,09/18/2019,213727.0,214077.0,1236.0,1179.0,59 ST 456NQR station NYC,40.762824,-73.967562
4654,R245,R051,00-05-00,59 ST,456NQR,09/20/2019,216196,216437,09/19/2019,214963.0,215256.0,1233.0,1181.0,59 ST 456NQR station NYC,40.762824,-73.967562
4655,R245,R051,00-05-01,59 ST,456NQR,09/15/2019,13253460,5645255,09/14/2019,13252584.0,5645002.0,876.0,253.0,59 ST 456NQR station NYC,40.762824,-73.967562
4656,R245,R051,00-05-01,59 ST,456NQR,09/16/2019,13254140,5645457,09/15/2019,13253460.0,5645255.0,680.0,202.0,59 ST 456NQR station NYC,40.762824,-73.967562
4657,R245,R051,00-05-01,59 ST,456NQR,09/17/2019,13255487,5646010,09/16/2019,13254140.0,5645457.0,1347.0,553.0,59 ST 456NQR station NYC,40.762824,-73.967562
4658,R245,R051,00-05-01,59 ST,456NQR,09/18/2019,13256907,5646612,09/17/2019,13255487.0,5646010.0,1420.0,602.0,59 ST 456NQR station NYC,40.762824,-73.967562
4659,R245,R051,00-05-01,59 ST,456NQR,09/19/2019,13258331,5647163,09/18/2019,13256907.0,5646612.0,1424.0,551.0,59 ST 456NQR station NYC,40.762824,-73.967562
4660,R245,R051,00-05-01,59 ST,456NQR,09/20/2019,13259759,5647771,09/19/2019,13258331.0,5647163.0,1428.0,608.0,59 ST 456NQR station NYC,40.762824,-73.967562
4661,R245,R051,00-05-02,59 ST,456NQR,09/15/2019,7671897,1450691,09/14/2019,7671327.0,1450589.0,570.0,102.0,59 ST 456NQR station NYC,40.762824,-73.967562
4662,R245,R051,00-05-02,59 ST,456NQR,09/16/2019,7672322,1450772,09/15/2019,7671897.0,1450691.0,425.0,81.0,59 ST 456NQR station NYC,40.762824,-73.967562
4663,R245,R051,00-05-02,59 ST,456NQR,09/17/2019,7673529,1451027,09/16/2019,7672322.0,1450772.0,1207.0,255.0,59 ST 456NQR station NYC,40.762824,-73.967562
4664,R245,R051,00-05-02,59 ST,456NQR,09/18/2019,7674845,1451273,09/17/2019,7673529.0,1451027.0,1316.0,246.0,59 ST 456NQR station NYC,40.762824,-73.967562
4665,R245,R051,00-05-02,59 ST,456NQR,09/19/2019,7676063,1451527,09/18/2019,7674845.0,1451273.0,1218.0,254.0,59 ST 456NQR station NYC,40.762824,-73.967562
4666,R245,R051,00-05-02,59 ST,456NQR,09/20/2019,7677368,1451781,09/19/2019,7676063.0,1451527.0,1305.0,254.0,59 ST 456NQR station NYC,40.762824,-73.967562
4667,R245A,R051,01-00-00,59 ST,456NQR,09/15/2019,13014750,4631807,09/14/2019,13012730.0,4631472.0,2020.0,335.0,59 ST 456NQR station NYC,40.762824,-73.967562
4668,R245A,R051,01-00-00,59 ST,456NQR,09/16/2019,13016463,4632140,09/15/2019,13014750.0,4631807.0,1713.0,333.0,59 ST 456NQR station NYC,40.762824,-73.967562
4669,R245A,R051,01-00-00,59 ST,456NQR,09/17/2019,13020183,4633757,09/16/2019,13016463.0,4632140.0,3720.0,1617.0,59 ST 456NQR station NYC,40.762824,-73.967562
4670,R245A,R051,01-00-00,59 ST,456NQR,09/18/2019,13024106,4635381,09/17/2019,13020183.0,4633757.0,3923.0,1624.0,59 ST 456NQR station NYC,40.762824,-73.967562
4671,R245A,R051,01-00-00,59 ST,456NQR,09/19/2019,13028085,4636915,09/18/2019,13024106.0,4635381.0,3979.0,1534.0,59 ST 456NQR station NYC,40.762824,-73.967562
4672,R245A,R051,01-00-00,59 ST,456NQR,09/20/2019,13031969,4638529,09/19/2019,13028085.0,4636915.0,3884.0,1614.0,59 ST 456NQR station NYC,40.762824,-73.967562
4673,R245A,R051,01-00-01,59 ST,456NQR,09/15/2019,355282,206725,09/14/2019,353636.0,206124.0,1646.0,601.0,59 ST 456NQR station NYC,40.762824,-73.967562
4674,R245A,R051,01-00-01,59 ST,456NQR,09/16/2019,356655,207251,09/15/2019,355282.0,206725.0,1373.0,526.0,59 ST 456NQR station NYC,40.762824,-73.967562
4675,R245A,R051,01-00-01,59 ST,456NQR,09/17/2019,359804,209135,09/16/2019,356655.0,207251.0,3149.0,1884.0,59 ST 456NQR station NYC,40.762824,-73.967562
4676,R245A,R051,01-00-01,59 ST,456NQR,09/18/2019,363228,211174,09/17/2019,359804.0,209135.0,3424.0,2039.0,59 ST 456NQR station NYC,40.762824,-73.967562
4677,R245A,R051,01-00-01,59 ST,456NQR,09/19/2019,366672,213148,09/18/2019,363228.0,211174.0,3444.0,1974.0,59 ST 456NQR station NYC,40.762824,-73.967562
4678,R245A,R051,01-00-01,59 ST,456NQR,09/20/2019,370106,215293,09/19/2019,366672.0,213148.0,3434.0,2145.0,59 ST 456NQR station NYC,40.762824,-73.967562
4679,R245A,R051,01-00-02,59 ST,456NQR,09/15/2019,227874,438788,09/14/2019,226932.0,437187.0,942.0,1601.0,59 ST 456NQR station NYC,40.762824,-73.967562
4680,R245A,R051,01-00-02,59 ST,456NQR,09/16/2019,228647,440130,09/15/2019,227874.0,438788.0,773.0,1342.0,59 ST 456NQR station NYC,40.762824,-73.967562
4681,R245A,R051,01-00-02,59 ST,456NQR,09/17/2019,230797,444228,09/16/2019,228647.0,440130.0,2150.0,4098.0,59 ST 456NQR station NYC,40.762824,-73.967562
4682,R245A,R051,01-00-02,59 ST,456NQR,09/18/2019,233194,448384,09/17/2019,230797.0,444228.0,2397.0,4156.0,59 ST 456NQR station NYC,40.762824,-73.967562
4683,R245A,R051,01-00-02,59 ST,456NQR,09/19/2019,235531,452292,09/18/2019,233194.0,448384.0,2337.0,3908.0,59 ST 456NQR station NYC,40.762824,-73.967562
4684,R245A,R051,01-00-02,59 ST,456NQR,09/20/2019,237881,456421,09/19/2019,235531.0,452292.0,2350.0,4129.0,59 ST 456NQR station NYC,40.762824,-73.967562
4685,R245A,R051,01-00-03,59 ST,456NQR,09/15/2019,3063045,6216645,09/14/2019,3062596.0,6215580.0,449.0,1065.0,59 ST 456NQR station NYC,40.762824,-73.967562
4686,R245A,R051,01-00-03,59 ST,456NQR,09/16/2019,3063437,6217463,09/15/2019,3063045.0,6216645.0,392.0,818.0,59 ST 456NQR station NYC,40.762824,-73.967562
4687,R245A,R051,01-00-03,59 ST,456NQR,09/17/2019,3064868,6221181,09/16/2019,3063437.0,6217463.0,1431.0,3718.0,59 ST 456NQR station NYC,40.762824,-73.967562
4688,R245A,R051,01-00-03,59 ST,456NQR,09/18/2019,3066464,6224883,09/17/2019,3064868.0,6221181.0,1596.0,3702.0,59 ST 456NQR station NYC,40.762824,-73.967562
4689,R245A,R051,01-00-03,59 ST,456NQR,09/19/2019,3068100,6228543,09/18/2019,3066464.0,6224883.0,1636.0,3660.0,59 ST 456NQR station NYC,40.762824,-73.967562
4690,R245A,R051,01-00-03,59 ST,456NQR,09/20/2019,3069792,6232233,09/19/2019,3068100.0,6228543.0,1692.0,3690.0,59 ST 456NQR station NYC,40.762824,-73.967562
4691,R245A,R051,01-06-00,59 ST,456NQR,09/15/2019,3361420,4732909,09/14/2019,3361255.0,4732824.0,165.0,85.0,59 ST 456NQR station NYC,40.762824,-73.967562
4692,R245A,R051,01-06-00,59 ST,456NQR,09/16/2019,3361527,4732985,09/15/2019,3361420.0,4732909.0,107.0,76.0,59 ST 456NQR station NYC,40.762824,-73.967562
4693,R245A,R051,01-06-00,59 ST,456NQR,09/17/2019,3361848,4734017,09/16/2019,3361527.0,4732985.0,321.0,1032.0,59 ST 456NQR station NYC,40.762824,-73.967562
4694,R245A,R051,01-06-00,59 ST,456NQR,09/18/2019,3362338,4735186,09/17/2019,3361848.0,4734017.0,490.0,1169.0,59 ST 456NQR station NYC,40.762824,-73.967562
4695,R245A,R051,01-06-00,59 ST,456NQR,09/19/2019,3362788,4736397,09/18/2019,3362338.0,4735186.0,450.0,1211.0,59 ST 456NQR station NYC,40.762824,-73.967562
4696,R245A,R051,01-06-00,59 ST,456NQR,09/20/2019,3363333,4737562,09/19/2019,3362788.0,4736397.0,545.0,1165.0,59 ST 456NQR station NYC,40.762824,-73.967562
4697,R245A,R051,01-06-01,59 ST,456NQR,09/15/2019,117483888,568652,09/14/2019,117483852.0,568159.0,36.0,493.0,59 ST 456NQR station NYC,40.762824,-73.967562
4698,R245A,R051,01-06-01,59 ST,456NQR,09/16/2019,117483907,569088,09/15/2019,117483888.0,568652.0,19.0,436.0,59 ST 456NQR station NYC,40.762824,-73.967562
4699,R245A,R051,01-06-01,59 ST,456NQR,09/17/2019,117484029,570360,09/16/2019,117483907.0,569088.0,122.0,1272.0,59 ST 456NQR station NYC,40.762824,-73.967562
4700,R245A,R051,01-06-01,59 ST,456NQR,09/18/2019,117484148,571827,09/17/2019,117484029.0,570360.0,119.0,1467.0,59 ST 456NQR station NYC,40.762824,-73.967562
4701,R245A,R051,01-06-01,59 ST,456NQR,09/19/2019,117484266,573144,09/18/2019,117484148.0,571827.0,118.0,1317.0,59 ST 456NQR station NYC,40.762824,-73.967562
4702,R245A,R051,01-06-01,59 ST,456NQR,09/20/2019,117484386,574489,09/19/2019,117484266.0,573144.0,120.0,1345.0,59 ST 456NQR station NYC,40.762824,-73.967562
4703,R247,R178,01-00-00,77 ST,6,09/15/2019,2506717,10900358,09/14/2019,2506115.0,10898819.0,602.0,1539.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4704,R247,R178,01-00-00,77 ST,6,09/16/2019,2507256,10901570,09/15/2019,2506717.0,10900358.0,539.0,1212.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4705,R247,R178,01-00-00,77 ST,6,09/17/2019,2508182,10905747,09/16/2019,2507256.0,10901570.0,926.0,4177.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4706,R247,R178,01-00-00,77 ST,6,09/18/2019,2509291,10910143,09/17/2019,2508182.0,10905747.0,1109.0,4396.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4707,R247,R178,01-00-00,77 ST,6,09/19/2019,2510437,10914656,09/18/2019,2509291.0,10910143.0,1146.0,4513.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4708,R247,R178,01-00-00,77 ST,6,09/20/2019,2511642,10919185,09/19/2019,2510437.0,10914656.0,1205.0,4529.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4709,R247,R178,01-00-01,77 ST,6,09/15/2019,7319035,26392457,09/14/2019,7318483.0,26391494.0,552.0,963.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4710,R247,R178,01-00-01,77 ST,6,09/16/2019,7319540,26393168,09/15/2019,7319035.0,26392457.0,505.0,711.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4711,R247,R178,01-00-01,77 ST,6,09/17/2019,7320624,26395740,09/16/2019,7319540.0,26393168.0,1084.0,2572.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4712,R247,R178,01-00-01,77 ST,6,09/18/2019,7321714,26398561,09/17/2019,7320624.0,26395740.0,1090.0,2821.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4713,R247,R178,01-00-01,77 ST,6,09/19/2019,7322897,26401328,09/18/2019,7321714.0,26398561.0,1183.0,2767.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4714,R247,R178,01-00-01,77 ST,6,09/20/2019,7324146,26404108,09/19/2019,7322897.0,26401328.0,1249.0,2780.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4715,R247,R178,01-00-02,77 ST,6,09/15/2019,1047850,2109204,09/14/2019,1047438.0,2108691.0,412.0,513.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4716,R247,R178,01-00-02,77 ST,6,09/16/2019,1048228,2109604,09/15/2019,1047850.0,2109204.0,378.0,400.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4717,R247,R178,01-00-02,77 ST,6,09/17/2019,1049159,2111257,09/16/2019,1048228.0,2109604.0,931.0,1653.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4718,R247,R178,01-00-02,77 ST,6,09/18/2019,1050159,2113001,09/17/2019,1049159.0,2111257.0,1000.0,1744.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4719,R247,R178,01-00-02,77 ST,6,09/19/2019,1051198,2114819,09/18/2019,1050159.0,2113001.0,1039.0,1818.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4720,R247,R178,01-00-02,77 ST,6,09/20/2019,1052263,2116623,09/19/2019,1051198.0,2114819.0,1065.0,1804.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4721,R247,R178,01-00-03,77 ST,6,09/15/2019,788895,2095286,09/14/2019,788669.0,2094827.0,226.0,459.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4722,R247,R178,01-00-03,77 ST,6,09/16/2019,789093,2095644,09/15/2019,788895.0,2095286.0,198.0,358.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4723,R247,R178,01-00-03,77 ST,6,09/17/2019,789759,2097021,09/16/2019,789093.0,2095644.0,666.0,1377.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4724,R247,R178,01-00-03,77 ST,6,09/18/2019,790427,2098469,09/17/2019,789759.0,2097021.0,668.0,1448.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4725,R247,R178,01-00-03,77 ST,6,09/19/2019,791110,2100042,09/18/2019,790427.0,2098469.0,683.0,1573.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4726,R247,R178,01-00-03,77 ST,6,09/20/2019,791991,2101609,09/19/2019,791110.0,2100042.0,881.0,1567.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4727,R247,R178,01-03-00,77 ST,6,09/15/2019,563774,2508965,09/14/2019,563516.0,2508026.0,258.0,939.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4728,R247,R178,01-03-00,77 ST,6,09/16/2019,563978,2509651,09/15/2019,563774.0,2508965.0,204.0,686.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4729,R247,R178,01-03-00,77 ST,6,09/17/2019,564521,2511898,09/16/2019,563978.0,2509651.0,543.0,2247.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4730,R247,R178,01-03-00,77 ST,6,09/18/2019,565096,2514377,09/17/2019,564521.0,2511898.0,575.0,2479.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4731,R247,R178,01-03-00,77 ST,6,09/19/2019,565717,2516826,09/18/2019,565096.0,2514377.0,621.0,2449.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4732,R247,R178,01-03-00,77 ST,6,09/20/2019,566313,2519602,09/19/2019,565717.0,2516826.0,596.0,2776.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4733,R247,R178,01-03-01,77 ST,6,09/15/2019,916387,3677343,09/14/2019,916030.0,3676294.0,357.0,1049.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4734,R247,R178,01-03-01,77 ST,6,09/16/2019,916688,3678243,09/15/2019,916387.0,3677343.0,301.0,900.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4735,R247,R178,01-03-01,77 ST,6,09/17/2019,917381,3680817,09/16/2019,916688.0,3678243.0,693.0,2574.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4736,R247,R178,01-03-01,77 ST,6,09/18/2019,918132,3683564,09/17/2019,917381.0,3680817.0,751.0,2747.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4737,R247,R178,01-03-01,77 ST,6,09/19/2019,918531,3686359,09/18/2019,918132.0,3683564.0,399.0,2795.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4738,R247,R178,01-03-01,77 ST,6,09/20/2019,918915,3688391,09/19/2019,918531.0,3686359.0,384.0,2032.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4739,R247,R178,01-03-02,77 ST,6,09/15/2019,1838124,15679509,09/14/2019,1837803.0,15677378.0,321.0,2131.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4740,R247,R178,01-03-02,77 ST,6,09/16/2019,1838392,15681198,09/15/2019,1838124.0,15679509.0,268.0,1689.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4741,R247,R178,01-03-02,77 ST,6,09/17/2019,1839084,15685743,09/16/2019,1838392.0,15681198.0,692.0,4545.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4742,R247,R178,01-03-02,77 ST,6,09/18/2019,1839797,15690499,09/17/2019,1839084.0,15685743.0,713.0,4756.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4743,R247,R178,01-03-02,77 ST,6,09/19/2019,1840575,15695351,09/18/2019,1839797.0,15690499.0,778.0,4852.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4744,R247,R178,01-03-02,77 ST,6,09/20/2019,1841356,15700356,09/19/2019,1840575.0,15695351.0,781.0,5005.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4745,R248,R178,00-00-00,77 ST,6,09/15/2019,3316115,1661713,09/14/2019,3314729.0,1661134.0,1386.0,579.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4746,R248,R178,00-00-00,77 ST,6,09/16/2019,3317140,1662187,09/15/2019,3316115.0,1661713.0,1025.0,474.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4747,R248,R178,00-00-00,77 ST,6,09/17/2019,3319717,1663429,09/16/2019,3317140.0,1662187.0,2577.0,1242.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4748,R248,R178,00-00-00,77 ST,6,09/18/2019,3322317,1664939,09/17/2019,3319717.0,1663429.0,2600.0,1510.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4749,R248,R178,00-00-00,77 ST,6,09/19/2019,3325044,1666372,09/18/2019,3322317.0,1664939.0,2727.0,1433.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4750,R248,R178,00-00-00,77 ST,6,09/20/2019,3327645,1667773,09/19/2019,3325044.0,1666372.0,2601.0,1401.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4751,R248,R178,00-00-01,77 ST,6,09/15/2019,17742729,3165325,09/14/2019,17741001.0,3164887.0,1728.0,438.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
4752,R248,R178,00-00-01,77 ST,6,09/16/2019,17744016,3165694,09/15/2019,17742729.0,3165325.0,1287.0,369.0,77 ST 6 station NYC,40.7736346,-73.95982939999999
